district_id,rating,model_margin_label,model_margin_dem,dem_win_probability,incumbent_party,inferred_incumbent_party,incumbency_adjustment_dem,generic_house_incumbency_points,district_partisan_baseline_dem,region,district_type,tested_incumbency_points
OH-7,Lean R,R+5.8,-5.835333333333333,0.2743714189356501,R,R,-1.5,1.5,-10.579999999999998,Midwest,Mixed,1.5
CA-40,Lean R,R+5.8,-5.793099999999999,0.2757750269754466,R,R,-1.5,1.5,-10.849999999999998,Pacific,Suburban,1.5
FL-4,Lean R,R+5.3,-5.27426666666667,0.2933758326207656,R,R,0.0,1.5,-10.270000000000003,Southeast,Rural,1.5
FL-16,Lean R,R+5.2,-5.243566666666666,0.2944376709284599,R,R,0.0,1.5,-11.175999999999998,Southeast,Mixed,1.5
MT-1,Lean R,R+5.2,-5.214266666666666,0.2954531721296443,R,R,0.0,1.5,-10.21,Mountain West,Rural,1.5
WA-5,Lean R,R+5.2,-5.1642666666666655,0.2971907955787374,R,R,0.0,1.5,-10.159999999999998,Northwest,Rural,1.5
SC-1,Lean R,R+4.9,-4.910866666666669,0.3060868809238552,R,R,0.0,1.5,-11.78,Southeast,Suburban,1.5
CO-5,Lean R,R+4.4,-4.404266666666666,0.3243078301602041,R,R,0.0,1.5,-9.4,Mountain West,Rural,1.5
FL-7,Lean R,R+4.4,-4.397566666666668,0.3245525758432875,R,R,0.0,1.5,-10.33,Southeast,Mixed,1.5
FL-27,Lean R,R+4.3,-4.277566666666667,0.3289522313808409,R,R,0.0,1.5,-10.21,Southeast,Mixed,1.5
CO-3,Lean R,R+4.3,-4.254266666666665,0.3298100174077711,R,R,0.0,1.5,-9.249999999999998,Mountain West,Rural,1.5
NY-2,Lean R,R+4.2,-4.205333333333334,0.3316151791940334,R,R,0.0,1.5,-10.45,Mid-Atlantic,Exurban,1.5
OH-15,Lean R,R+4.2,-4.1631,0.3331771695344638,R,R,-1.5,1.5,-9.22,Midwest,Exurban,1.5
ME-2,Lean R,R+3.8,-3.7965000000000018,0.3468872454244597,D,D,0.0,1.5,-8.48,Northeast,Rural,1.5
NC-1,Tilt R,R+3.7,-3.694266666666665,0.3507575196002729,D,D,1.5,1.5,-10.189999999999998,Mid-Atlantic,Rural,1.5
PA-8,Tilt R,R+2.7,-2.6998,0.3893686913786693,R,R,-1.5,1.5,-6.8199999999999985,Northeast,Mixed,1.5
FL-14,Tilt R,R+2.3,-2.257566666666669,0.4070289871687045,D,D,0.0,1.5,-8.190000000000001,Southeast,Mixed,1.5
IA-2,Tilt R,R+2.1,-2.0753333333333366,0.4143797085417172,R,R,0.0,1.5,-8.320000000000002,Midwest,Mixed,1.5
IA-1,Tilt R,R+2.1,-2.075333333333333,0.4143797085417173,R,R,-1.5,1.5,-6.8199999999999985,Midwest,Mixed,1.5
OH-9,Tilt R,R+1.6,-1.615333333333334,0.4330980483000292,D,D,1.5,1.5,-9.36,Midwest,Mixed,1.5
TX-35,Tilt R,R+1.6,-1.605333333333336,0.433507300719702,D,D,0.0,1.5,-7.850000000000001,Urban South,Mixed,1.5
OH-10,Tilt R,R+1.4,-1.448633333333336,0.4399317897108622,R,R,-1.5,1.5,-7.130000000000001,Midwest,Suburban,1.5
NY-1,Tilt R,R+1.4,-1.3653333333333355,0.4433553294023095,R,R,0.0,1.5,-7.610000000000001,Mid-Atlantic,Exurban,1.5
FL-22,Toss-Up,R+0.8,-0.7575666666666665,0.4684765896038415,D,D,0.0,1.5,-6.689999999999999,Southeast,Mixed,1.5
WI-3,Toss-Up,R+0.3,-0.3453333333333326,0.4856150818988458,D,D,0.0,1.5,-6.589999999999998,Midwest,Mixed,1.5
PA-10,Toss-Up,D+0.2,0.1869000000000014,0.5077868703622228,R,R,-1.5,1.5,-4.869999999999997,Mid-Atlantic,Mixed,1.5
TX-34,Toss-Up,D+0.3,0.2957333333333327,0.512319728199806,D,D,1.5,1.5,-6.2,Southwest,Rural,1.5
VA-1,Toss-Up,D+0.8,0.8046666666666678,0.5334776160311764,R,R,0.0,1.5,-5.439999999999998,Mid-Atlantic,Exurban,1.5
MI-4,Toss-Up,D+1.1,1.054666666666666,0.5438316439731498,R,R,0.0,1.5,-5.1899999999999995,Midwest,Mixed,1.5
FL-25,Tilt D,D+1.6,1.646899999999996,0.5681932239436999,D,D,0.0,1.5,-4.910000000000003,Southeast,Mixed,1.5
MI-10,Tilt D,D+2.0,2.019133333333333,0.5833454825607467,R,R,0.0,1.5,-4.85,Midwest,Mixed,1.5
IA-3,Tilt D,D+2.2,2.1691333333333302,0.5894088711248207,R,R,-1.5,1.5,-3.200000000000002,Midwest,Mixed,1.5
TX-28,Tilt D,D+2.8,2.790199999999997,0.6142075413615468,D,D,1.5,1.5,-4.330000000000002,Southwest,Rural,1.5
WA-3,Tilt D,D+3.3,3.299133333333332,0.6341020781464101,D,D,0.0,1.5,-3.5700000000000003,Northwest,Exurban,1.5
PA-7,Lean D,D+3.9,3.9336,0.6582712979800645,R,R,-1.5,1.5,-2.059999999999999,Mid-Atlantic,Suburban,1.5
WI-1,Lean D,D+4.1,4.055833333333332,0.662839147096181,R,R,0.0,1.5,-3.75,Midwest,Suburban,1.5
AZ-1,Lean D,D+5.8,5.7736,0.7235753999573923,R,R,0.0,1.5,-1.72,Southwest,Suburban,1.5
NM-2,Lean D,D+6.1,6.060199999999998,0.7330266725751895,D,D,0.0,1.5,0.4399999999999997,Southwest,Rural,1.5
AZ-6,Lean D,D+6.1,6.096899999999997,0.7342219880287905,R,R,0.0,1.5,-0.4600000000000016,Southwest,Mixed,1.5
NJ-7,Lean D,D+6.2,6.2336,0.738644139601577,R,R,-1.5,1.5,0.2400000000000003,Mid-Atlantic,Suburban,1.5
VA-2,Lean D,D+7.0,7.0169000000000015,0.763051613101381,R,R,0.0,1.5,0.4600000000000029,Mid-Atlantic,Mixed,1.5
MI-8,Lean D,D+7.0,7.035833333333331,0.7636216760236357,D,D,0.0,1.5,-0.7700000000000017,Midwest,Suburban,1.5
MI-7,Lean D,D+7.2,7.165833333333332,0.7675102248702899,R,R,0.0,1.5,-0.6400000000000003,Midwest,Suburban,1.5
PA-1,Lean D,D+7.6,7.583599999999999,0.7797024660321067,R,R,-1.5,1.5,1.5899999999999983,Mid-Atlantic,Suburban,1.5
CO-8,Lean D,D+7.6,7.5836,0.7797024660321068,R,R,0.0,1.5,0.0899999999999998,Mountain West,Suburban,1.5
OH-1,Lean D,D+7.6,7.615833333333331,0.7806238472988651,D,D,1.5,1.5,-1.6900000000000013,Midwest,Suburban,1.5
CA-22,Lean D,D+7.6,7.647966666666665,0.7815396090764423,R,R,-1.5,1.5,3.84,Pacific,Rural,1.5
NY-3,Lean D,D+7.9,7.873599999999998,0.7878922040439277,D,D,0.0,1.5,0.3799999999999985,Mid-Atlantic,Suburban,1.5
NV-3,Lean D,D+8.1,8.076899999999997,0.793499487523704,D,D,0.0,1.5,1.5199999999999985,Mountain West,Mixed,1.5
NY-19,Lean D,D+9.1,9.1369,0.8209528746652529,D,D,0.0,1.5,2.5799999999999996,Northeast,Exurban,1.5
NH-1,Lean D,D+9.4,9.444666666666665,0.8283688901343379,D,D,0.0,1.5,3.1999999999999997,Northeast,Mixed,1.5
NY-17,Likely D,D+10.6,10.631366666666665,0.8546931055536295,R,R,0.0,1.5,3.4499999999999997,Northeast,Suburban,1.5
NV-1,Likely D,D+10.7,10.7169,0.856454606335358,D,D,0.0,1.5,4.16,Mountain West,Mixed,1.5
CA-48,Likely D,D+10.8,10.784666666666666,0.8578375641888295,R,R,0.0,1.5,4.540000000000001,Pacific,Mixed,1.5
NH-2,Likely D,D+10.8,10.810199999999998,0.8583557490088841,D,D,0.0,1.5,5.1899999999999995,Northeast,Mixed,1.5
NY-18,Likely D,D+11.0,10.972433333333331,0.8616114240603058,D,D,0.0,1.5,5.039999999999999,Northeast,Exurban,1.5
NV-4,Likely D,D+11.0,10.9769,0.8617001656217385,D,D,0.0,1.5,4.420000000000001,Mountain West,Mixed,1.5
CA-45,Likely D,D+11.3,11.319033333333332,0.8683565825702726,D,D,1.5,1.5,5.76,Pacific,Urban,1.5
KS-3,Likely D,D+11.4,11.401366666666664,0.8699173034129769,D,D,0.0,1.5,4.22,Great Plains,Suburban,1.5
VA-7,Likely D,D+11.5,11.533599999999996,0.872390983312364,D,D,0.0,1.5,4.039999999999997,Mid-Atlantic,Suburban,1.5
NE-2,Likely D,D+11.7,11.6969,0.8753902936434811,R,R,0.0,1.5,5.1400000000000015,Great Plains,Suburban,1.5
IN-1,Likely D,D+12.0,12.035833333333333,0.881422698353455,D,D,1.5,1.5,2.7299999999999995,Midwest,Suburban,1.5
NY-4,Likely D,D+12.1,12.129133333333332,0.8830383184337142,D,D,0.0,1.5,5.26,Mid-Atlantic,Suburban,1.5
OH-13,Likely D,D+12.4,12.379133333333334,0.8872735142344738,D,D,1.5,1.5,4.010000000000002,Midwest,Mixed,1.5
NM-3,Likely D,D+12.5,12.50243333333333,0.8893126094729429,D,D,0.0,1.5,6.5699999999999985,Southwest,Mixed,1.5
CA-13,Likely D,D+12.7,12.7102,0.8926755468530516,D,D,1.5,1.5,5.590000000000001,Pacific,Mixed,1.5
PA-17,Likely D,D+12.7,12.710199999999997,0.8926755468530516,D,D,1.5,1.5,5.589999999999999,Appalachia,Mixed,1.5
MD-6,Likely D,D+12.9,12.862433333333334,0.8950822486151566,D,D,0.0,1.5,6.9300000000000015,Mid-Atlantic,Mixed,1.5
WA-8,Likely D,D+12.9,12.869133333333332,0.8951870685457722,D,D,0.0,1.5,6.0,Northwest,Suburban,1.5
NJ-5,Likely D,D+13.0,13.0369,0.8977817409376316,D,D,1.5,1.5,4.9799999999999995,Mid-Atlantic,Mixed,1.5
IL-6,Likely D,D+13.3,13.303499999999998,0.9017879068554514,D,D,1.5,1.5,7.119999999999999,Midwest,Urban,1.5
MN-2,Likely D,D+13.4,13.401366666666664,0.9032230870904838,D,D,0.0,1.5,6.219999999999999,Midwest,Suburban,1.5
IL-17,Likely D,D+13.4,13.444666666666668,0.9038520711382968,D,D,1.5,1.5,5.700000000000001,Midwest,Mixed,1.5
CT-5,Likely D,D+13.7,13.6869,0.9073038113426476,D,D,0.0,1.5,7.130000000000001,Northeast,Suburban,1.5
NJ-9,Likely D,D+13.9,13.9236,0.9105688126542064,D,D,1.5,1.5,4.93,Mid-Atlantic,Suburban,1.5
AL-2,Likely D,D+14.1,14.143499999999998,0.9135087735795472,D,D,0.0,1.5,9.46,Deep South,Rural,1.5
IL-8,Likely D,D+14.2,14.203499999999998,0.9142956182923244,D,D,0.0,1.5,9.52,Midwest,Urban,1.5
RI-2,Likely D,D+14.4,14.390199999999997,0.9167026688484916,D,D,0.0,1.5,8.769999999999998,Northeast,Mixed,1.5
NY-22,Likely D,D+14.4,14.400199999999996,0.9168298453040628,D,D,0.0,1.5,8.779999999999998,Northeast,Mixed,1.5
GA-2,Likely D,D+14.8,14.835733333333334,0.9222001100338102,D,D,1.5,1.5,8.340000000000002,Southeast,Rural,1.5
AZ-4,Likely D,D+15.1,15.069133333333331,0.9249456334049776,D,D,0.0,1.5,8.200000000000001,Southwest,Suburban,1.5
IL-14,Likely D,D+15.1,15.1169,0.925496437060911,D,D,1.5,1.5,7.060000000000001,Midwest,Exurban,1.5
MI-3,Likely D,D+15.2,15.191366666666664,0.92634771129305,D,D,0.0,1.5,8.01,Midwest,Suburban,1.5
CA-6,Likely D,D+15.2,15.2102,0.9265615838475918,R,R,0.0,1.5,9.59,Pacific,Mixed,1.5
CT-2,Likely D,D+15.4,15.3969,0.9286510220602366,D,D,0.0,1.5,8.84,Northeast,Suburban,1.5
OR-5,Likely D,D+15.8,15.780199999999995,0.9327696397902672,D,D,1.5,1.5,8.659999999999998,Pacific,Mixed,1.5
CA-25,Likely D,D+16.1,16.1302,0.936336687544464,D,D,1.5,1.5,9.01,Pacific,Mixed,1.5
NJ-3,Likely D,D+17.5,17.54243333333333,0.9490075363106848,D,D,1.5,1.5,10.11,Mid-Atlantic,Mixed,1.5
NY-6,Likely D,D+17.6,17.641266666666667,0.9497987937640452,D,D,0.0,1.5,13.27,Mid-Atlantic,Urban,1.5
CA-21,Likely D,D+17.7,17.650199999999998,0.9498697380178448,D,D,1.5,1.5,10.53,Pacific,Mixed,1.5
CA-35,Safe D,D+18.0,17.99903333333333,0.9525668478298578,D,D,1.5,1.5,12.44,Pacific,Urban,1.5
VA-10,Safe D,D+18.1,18.07913333333333,0.9531664128568492,D,D,0.0,1.5,11.21,Mid-Atlantic,Suburban,1.5
CA-3,Safe D,D+18.4,18.3902,0.9554271391250284,D,D,1.5,1.5,11.27,Pacific,Mixed,1.5
IL-13,Safe D,D+18.6,18.59466666666666,0.9568560643691923,D,D,1.5,1.5,10.849999999999998,Midwest,Mixed,1.5
NJ-6,Safe D,D+18.8,18.75913333333333,0.9579735997699538,D,D,1.5,1.5,10.39,Mid-Atlantic,Suburban,1.5
OR-6,Safe D,D+19.0,18.960199999999997,0.9593022478299628,D,D,1.5,1.5,11.839999999999998,Pacific,Mixed,1.5
NY-20,Safe D,D+19.1,19.10456666666667,0.9602313161238694,D,D,0.0,1.5,15.670000000000003,Northeast,Urban,1.5
NM-1,Safe D,D+19.3,19.28243333333333,0.96134803503322,D,D,0.0,1.5,13.35,Southwest,Mixed,1.5
OR-4,Safe D,D+19.3,19.3302,0.9616427698534374,D,D,1.5,1.5,12.21,Pacific,Mixed,1.5
MA-9,Safe D,D+19.5,19.4769,0.96253452163137,D,D,0.0,1.5,12.92,Northeast,Suburban,1.5
NJ-11,Safe D,D+19.5,19.499133333333333,0.9626679219014148,D,D,1.5,1.5,11.13,Mid-Atlantic,Suburban,1.5
CA-1,Safe D,D+19.5,19.5002,0.9626743104237588,Vacant,Vacant,0.0,1.5,13.88,Pacific,Mixed,1.5
CA-27,Safe D,D+19.8,19.7902,0.9643727352658809,D,D,1.5,1.5,12.669999999999998,Pacific,Mixed,1.5
CA-47,Safe D,D+19.9,19.886899999999997,0.9649223458393488,D,D,1.5,1.5,11.83,Pacific,Suburban,1.5
CA-42,Safe D,D+20.0,20.014566666666667,0.965635457925791,D,D,1.5,1.5,15.080000000000002,Pacific,Urban,1.5
CA-38,Safe D,D+20.4,20.444566666666663,0.9679358669752672,D,D,0.0,1.5,17.009999999999998,Pacific,Urban,1.5
CA-7,Safe D,D+20.5,20.4602,0.9680166345408934,D,D,0.0,1.5,14.84,Pacific,Mixed,1.5
DE-AL,Safe D,D+20.6,20.63243333333333,0.9688935298592308,D,D,0.0,1.5,14.7,Mid-Atlantic,Mixed,1.5
PA-6,Safe D,D+20.8,20.789133333333332,0.9696710902080208,D,D,1.5,1.5,12.419999999999998,Mid-Atlantic,Suburban,1.5
CA-49,Safe D,D+21.1,21.0869,0.9710970664914712,D,D,1.5,1.5,13.03,Pacific,Suburban,1.5
MA-1,Safe D,D+21.1,21.135733333333334,0.9713246314072912,D,D,0.0,1.5,16.14,Northeast,Mixed,1.5
IL-11,Safe D,D+21.3,21.251366666666662,0.9718565740317614,D,D,1.5,1.5,12.57,Midwest,Suburban,1.5
FL-23,Safe D,D+21.4,21.386799999999997,0.9724674233128208,D,D,0.0,1.5,17.639999999999997,Southeast,Urban,1.5
CO-7,Safe D,D+21.6,21.629133333333336,0.9735284262419832,D,D,0.0,1.5,14.760000000000002,Mountain West,Suburban,1.5
CT-3,Safe D,D+21.7,21.712433333333333,0.97388386881573,D,D,0.0,1.5,15.78,Northeast,Suburban,1.5
CA-39,Safe D,D+22.5,22.5069,0.977048432754347,D,D,1.5,1.5,14.45,Pacific,Suburban,1.5
CA-41,Safe D,D+22.5,22.544566666666665,0.9771887898174372,D,D,1.5,1.5,17.61,Pacific,Urban,1.5
CA-9,Safe D,D+22.6,22.647966666666665,0.9775697929893216,D,D,1.5,1.5,15.84,Pacific,Exurban,1.5
CA-33,Safe D,D+22.7,22.6869,0.9777116354055324,D,D,1.5,1.5,14.63,Pacific,Suburban,1.5
MI-11,Safe D,D+22.9,22.8602,0.9783324402968578,D,D,0.0,1.5,17.24,Midwest,Mixed,1.5
CA-4,Safe D,D+23.0,22.97573333333333,0.9787368833951428,D,D,1.5,1.5,16.479999999999997,Pacific,Mixed,1.5
CA-26,Safe D,D+23.3,23.29243333333333,0.9798080410420246,D,D,0.0,1.5,17.36,Pacific,Suburban,1.5
CA-31,Safe D,D+23.5,23.502433333333332,0.9804889847818709,D,D,1.5,1.5,16.07,Pacific,Suburban,1.5
NY-25,Safe D,D+24.0,24.025733333333328,0.9820893870245316,D,D,0.0,1.5,19.03,Northeast,Mixed,1.5
WA-10,Safe D,D+24.1,24.054666666666662,0.982174012163876,D,D,0.0,1.5,17.81,Northwest,Suburban,1.5
MD-2,Safe D,D+24.3,24.297966666666667,0.9828702619794196,D,D,0.0,1.5,18.99,Mid-Atlantic,Mixed,1.5
PA-12,Safe D,D+24.3,24.344566666666665,0.9830005347719228,D,D,1.5,1.5,19.41,Appalachia,Urban,1.5
NY-26,Safe D,D+24.5,24.474566666666664,0.9833588316482476,D,D,0.0,1.5,21.04,Northeast,Urban,1.5
PA-4,Safe D,D+24.5,24.474666666666664,0.9833591043833816,D,D,1.5,1.5,16.73,Mid-Atlantic,Suburban,1.5
CA-46,Safe D,D+24.7,24.664566666666666,0.9838691783787584,D,D,1.5,1.5,19.73,Pacific,Urban,1.5
WA-6,Safe D,D+24.8,24.814666666666668,0.9842614396453234,D,D,0.0,1.5,18.57,Northwest,Suburban,1.5
KY-3,Safe D,D+24.9,24.854566666666667,0.9843641227985784,D,D,1.5,1.5,19.92,Appalachia,Urban,1.5
ME-1,Safe D,D+25.5,25.534566666666663,0.9860160323803784,D,D,0.0,1.5,22.1,Northeast,Urban,1.5
CA-50,Safe D,D+25.6,25.565733333333327,0.9860874750191344,D,D,1.5,1.5,19.069999999999997,Pacific,Mixed,1.5
CA-51,Safe D,D+26.1,26.105733333333333,0.9872696658123238,D,D,1.5,1.5,19.61,Pacific,Mixed,1.5
MA-3,Safe D,D+26.3,26.345733333333335,0.9877627209520312,D,D,0.0,1.5,21.35,Northeast,Mixed,1.5
MA-4,Safe D,D+27.2,27.205733333333335,0.9893794685359216,D,D,0.0,1.5,22.21,Northeast,Mixed,1.5
NJ-1,Safe D,D+27.2,27.217966666666666,0.9894008712787766,D,D,1.5,1.5,20.409999999999997,Mid-Atlantic,Mixed,1.5
CO-6,Safe D,D+27.2,27.244666666666667,0.989447435994722,D,D,0.0,1.5,21.0,Mountain West,Suburban,1.5
TX-16,Safe D,D+27.3,27.3368,0.9896065674181892,D,D,1.5,1.5,22.09,Southwest,Urban,1.5
UT-1,Safe D,D+27.6,27.6468,0.9901247566648048,R,R,0.0,1.5,23.9,Mountain West,Urban,1.5
MS-2,Safe D,D+27.7,27.66903333333333,0.9901609228344128,D,D,1.5,1.5,22.11,Deep South,Rural,1.5
MN-3,Safe D,D+27.7,27.7369,0.9902705099812236,D,D,0.0,1.5,21.18,Midwest,Suburban,1.5
MA-6,Safe D,D+28.6,28.572433333333333,0.9915245690199432,D,D,0.0,1.5,22.64,Northeast,Suburban,1.5
CA-52,Safe D,D+28.7,28.73573333333333,0.991750253880346,D,D,1.5,1.5,22.24,Pacific,Mixed,1.5
AL-7,Safe D,D+28.9,28.86456666666666,0.9919240906824256,D,D,0.0,1.5,25.429999999999996,Deep South,Rural,1.5
HI-2,Safe D,D+29.0,28.965733333333333,0.9920580455527686,D,D,0.0,1.5,23.97,Pacific,Mixed,1.5
RI-1,Safe D,D+29.1,29.095733333333328,0.9922269473027272,D,D,0.0,1.5,24.1,Northeast,Mixed,1.5
SC-6,Safe D,D+29.3,29.336799999999997,0.9925307742027978,D,D,0.0,1.5,25.589999999999996,Southeast,Rural,1.5
MD-3,Safe D,D+29.3,29.347966666666665,0.9925445587920864,D,D,0.0,1.5,24.04,Mid-Atlantic,Mixed,1.5
WA-2,Safe D,D+29.5,29.504666666666665,0.992735353254031,D,D,0.0,1.5,23.26,Northwest,Suburban,1.5
MI-6,Safe D,D+29.9,29.870199999999997,0.993161783798449,D,D,0.0,1.5,24.25,Midwest,Mixed,1.5
AZ-7,Safe D,D+30.0,29.9635,0.9932665851256034,D,D,0.0,1.5,25.28,Southwest,Mixed,1.5
FL-10,Safe D,D+30.0,30.03456666666666,0.9933453406229618,D,D,0.0,1.5,26.59999999999999,Southeast,Urban,1.5
MA-2,Safe D,D+30.1,30.101266666666668,0.9934184243871071,D,D,0.0,1.5,25.73,Northeast,Mixed,1.5
CA-2,Safe D,D+30.1,30.111266666666666,0.99342931252803,D,D,0.0,1.5,25.74,Pacific,Mixed,1.5
CT-1,Safe D,D+30.4,30.39243333333333,0.9937282325440951,D,D,0.0,1.5,24.459999999999994,Northeast,Suburban,1.5
NJ-12,Safe D,D+30.5,30.45456666666666,0.9937924439680192,D,D,0.0,1.5,27.019999999999996,Mid-Atlantic,Urban,1.5
HI-1,Safe D,D+30.5,30.481266666666663,0.9938198358816196,D,D,0.0,1.5,26.11,Pacific,Mixed,1.5
CT-4,Safe D,D+31.0,31.047966666666667,0.9943737002902128,D,D,0.0,1.5,25.74,Northeast,Suburban,1.5
IL-10,Safe D,D+31.2,31.226899999999997,0.9945381089066074,D,D,1.5,1.5,23.17,Midwest,Suburban,1.5
CA-24,Safe D,D+32.0,32.00126666666666,0.9951962564704006,D,D,1.5,1.5,26.129999999999995,Pacific,Mixed,1.5
TX-7,Safe D,D+33.3,33.262433333333334,0.9961033697227432,D,D,1.5,1.5,25.83,Urban South,Suburban,1.5
CA-28,Safe D,D+33.3,33.32126666666666,0.9961412449125714,D,D,1.5,1.5,27.449999999999996,Pacific,Mixed,1.5
MA-8,Safe D,D+34.2,34.237966666666665,0.9966861582809896,D,D,0.0,1.5,28.93,Northeast,Suburban,1.5
CA-32,Safe D,D+34.4,34.417966666666665,0.9967837821123022,D,D,1.5,1.5,27.61,Pacific,Suburban,1.5
WA-1,Safe D,D+34.7,34.6902,0.9969260095018608,D,D,0.0,1.5,29.07,Northwest,Suburban,1.5
NJ-8,Safe D,D+35.3,35.314566666666664,0.9972289694494814,D,D,1.5,1.5,30.379999999999995,Mid-Atlantic,Urban,1.5
PA-5,Safe D,D+36.8,36.8302,0.9978462026528372,D,D,1.5,1.5,29.71,Mid-Atlantic,Suburban,1.5
TX-20,Safe D,D+36.9,36.87456666666667,0.9978620361261504,D,D,1.5,1.5,31.94,Urban South,Urban,1.5
IL-4,Safe D,D+37.2,37.164566666666666,0.9979627080215449,D,D,0.0,1.5,33.73,Midwest,Urban,1.5
VA-4,Safe D,D+38.2,38.2435,0.9982974372795173,D,D,0.0,1.5,33.56,Mid-Atlantic,Mixed,1.5
VT-AL,Safe D,D+38.4,38.41456666666666,0.9983452145795362,D,D,0.0,1.5,34.97999999999999,Northeast,Rural,1.5
CA-18,Safe D,D+38.6,38.56126666666666,0.9983851189272394,D,D,1.5,1.5,32.69,Pacific,Mixed,1.5
IL-2,Safe D,D+38.6,38.60456666666667,0.9983967124173476,D,D,0.0,1.5,35.17,Midwest,Urban,1.5
MD-5,Safe D,D+38.7,38.7435,0.9984333534118052,D,D,0.0,1.5,34.059999999999995,Mid-Atlantic,Mixed,1.5
VA-3,Safe D,D+39.1,39.084566666666674,0.9985197965648396,D,D,0.0,1.5,35.650000000000006,Mid-Atlantic,Urban,1.5
TX-29,Safe D,D+39.1,39.11456666666667,0.9985271682370244,D,D,1.5,1.5,34.18,Urban South,Urban,1.5
IL-3,Safe D,D+39.2,39.194566666666674,0.998546647304251,D,D,1.5,1.5,34.260000000000005,Midwest,Urban,1.5
NC-2,Safe D,D+39.5,39.53456666666667,0.998626604013928,D,D,1.5,1.5,34.6,Mid-Atlantic,Urban,1.5
TX-33,Safe D,D+39.7,39.65456666666667,0.9986537624655134,D,D,0.0,1.5,36.22,Urban South,Urban,1.5
MN-4,Safe D,D+39.7,39.67456666666667,0.9986582364420832,D,D,0.0,1.5,36.24,Midwest,Urban,1.5
IL-1,Safe D,D+40.1,40.054566666666666,0.99874047602743,D,D,1.5,1.5,35.12,Midwest,Urban,1.5
VA-11,Safe D,D+41.7,41.7202,0.99904549876767,D,D,0.0,1.5,36.1,Mid-Atlantic,Suburban,1.5
CA-19,Safe D,D+41.8,41.761266666666664,0.9990520033196204,D,D,1.5,1.5,35.89,Pacific,Mixed,1.5
CA-10,Safe D,D+41.8,41.83796666666667,0.999064033478034,D,D,1.5,1.5,35.03,Pacific,Suburban,1.5
NY-16,Safe D,D+41.9,41.85796666666666,0.9990671452668416,D,D,0.0,1.5,36.55,Northeast,Suburban,1.5
NY-14,Safe D,D+42.2,42.19456666666667,0.9991179926549932,D,D,0.0,1.5,38.76,Mid-Atlantic,Urban,1.5
PA-2,Safe D,D+42.7,42.73456666666667,0.9991938447838355,D,D,1.5,1.5,37.8,Mid-Atlantic,Urban,1.5
CA-8,Safe D,D+42.8,42.76349999999999,0.9991977197740606,D,D,1.5,1.5,36.58,Pacific,Exurban,1.5
IL-5,Safe D,D+42.9,42.914566666666666,0.9992176516312952,D,D,1.5,1.5,37.98,Midwest,Urban,1.5
CA-14,Safe D,D+43.2,43.24796666666666,0.9992599070794728,Vacant,Vacant,0.0,1.5,37.94,Pacific,Suburban,1.5
CA-29,Safe D,D+43.4,43.42456666666667,0.99928135759793,D,D,1.5,1.5,38.49,Pacific,Urban,1.5
FL-20,Safe D,D+43.8,43.79456666666667,0.9993243060808278,Vacant,Vacant,0.0,1.5,40.36,Southeast,Urban,1.5
IL-9,Safe D,D+43.9,43.87243333333333,0.99933301261958,D,D,0.0,1.5,37.94,Midwest,Suburban,1.5
WI-2,Safe D,D+43.9,43.94456666666667,0.9993409780287084,D,D,0.0,1.5,40.51,Midwest,Urban,1.5
MI-12,Safe D,D+44.4,44.37456666666667,0.9993865272868072,D,D,0.0,1.5,40.94,Midwest,Urban,1.5
OR-1,Safe D,D+44.8,44.767966666666666,0.999425437976074,D,D,1.5,1.5,37.96,Pacific,Suburban,1.5
GA-13,Safe D,D+45.3,45.26456666666667,0.9994710536403344,Vacant,Vacant,0.0,1.5,41.83,Southeast,Urban,1.5
CA-44,Safe D,D+45.4,45.43456666666667,0.999485822533985,D,D,1.5,1.5,40.5,Pacific,Urban,1.5
CO-2,Safe D,D+45.5,45.450199999999995,0.9994871598219311,D,D,0.0,1.5,39.83,Mountain West,Suburban,1.5
CA-36,Safe D,D+45.5,45.46456666666667,0.9994883856927752,D,D,1.5,1.5,40.53,Pacific,Urban,1.5
OH-3,Safe D,D+46.2,46.18456666666667,0.9995462125621852,D,D,1.5,1.5,41.25,Midwest,Urban,1.5
CA-17,Safe D,D+46.6,46.62456666666667,0.999578285879968,D,D,1.5,1.5,41.69,Pacific,Urban,1.5
IN-7,Safe D,D+46.6,46.634566666666665,0.9995789878557813,D,D,1.5,1.5,41.7,Midwest,Urban,1.5
MI-13,Safe D,D+47.3,47.29456666666667,0.999622826408851,D,D,0.0,1.5,43.86,Midwest,Urban,1.5
CA-30,Safe D,D+47.3,47.301266666666656,0.999623247192367,D,D,1.5,1.5,41.42999999999999,Pacific,Mixed,1.5
FL-24,Safe D,D+47.4,47.37456666666667,0.9996278201527736,D,D,0.0,1.5,43.94,Southeast,Urban,1.5
NY-9,Safe D,D+47.5,47.484566666666666,0.9996345788129068,D,D,0.0,1.5,44.05,Mid-Atlantic,Urban,1.5
AZ-3,Safe D,D+47.6,47.5835,0.9996405526501309,D,D,0.0,1.5,42.9,Southwest,Mixed,1.5
WA-9,Safe D,D+47.7,47.7302,0.9996492315235332,D,D,0.0,1.5,42.11,Northwest,Suburban,1.5
TX-30,Safe D,D+49.0,48.96456666666667,0.9997144366651814,D,D,0.0,1.5,45.53,Urban South,Urban,1.5
