district_id,rating,model_margin_label,model_margin_dem,dem_win_probability,incumbent_party,inferred_incumbent_party,incumbency_adjustment_dem,generic_house_incumbency_points,district_partisan_baseline_dem,region,district_type,tested_incumbency_points
NC-1,Lean R,R+3.9,-3.944266666666665,0.3413289031571422,D,D,1.25,1.25,-10.189999999999998,Mid-Atlantic,Rural,1.25
OH-15,Lean R,R+3.9,-3.9131,0.3424976969509004,R,R,-1.25,1.25,-9.22,Midwest,Exurban,1.25
ME-2,Lean R,R+3.8,-3.7965000000000018,0.3468872454244597,D,D,0.0,1.25,-8.48,Northeast,Rural,1.25
PA-8,Tilt R,R+2.4,-2.4498,0.3993198192253848,R,R,-1.25,1.25,-6.8199999999999985,Northeast,Mixed,1.25
FL-14,Tilt R,R+2.3,-2.257566666666669,0.4070289871687045,D,D,0.0,1.25,-8.190000000000001,Southeast,Mixed,1.25
IA-2,Tilt R,R+2.1,-2.0753333333333366,0.4143797085417172,R,R,0.0,1.25,-8.320000000000002,Midwest,Mixed,1.25
OH-9,Tilt R,R+1.9,-1.865333333333334,0.4228977860145551,D,D,1.25,1.25,-9.36,Midwest,Mixed,1.25
IA-1,Tilt R,R+1.8,-1.825333333333333,0.4245256517230857,R,R,-1.25,1.25,-6.8199999999999985,Midwest,Mixed,1.25
TX-35,Tilt R,R+1.6,-1.605333333333336,0.433507300719702,D,D,0.0,1.25,-7.850000000000001,Urban South,Mixed,1.25
NY-1,Tilt R,R+1.4,-1.3653333333333355,0.4433553294023095,R,R,0.0,1.25,-7.610000000000001,Mid-Atlantic,Exurban,1.25
OH-10,Toss-Up,R+1.2,-1.198633333333336,0.4502223821021408,R,R,-1.25,1.25,-7.130000000000001,Midwest,Suburban,1.25
FL-22,Toss-Up,R+0.8,-0.7575666666666665,0.4684765896038415,D,D,0.0,1.25,-6.689999999999999,Southeast,Mixed,1.25
WI-3,Toss-Up,R+0.3,-0.3453333333333326,0.4856150818988458,D,D,0.0,1.25,-6.589999999999998,Midwest,Mixed,1.25
TX-34,Toss-Up,D+0.0,0.0457333333333327,0.5019055463298188,D,D,1.25,1.25,-6.2,Southwest,Rural,1.25
PA-10,Toss-Up,D+0.4,0.4369000000000014,0.5181961273167204,R,R,-1.25,1.25,-4.869999999999997,Mid-Atlantic,Mixed,1.25
VA-1,Toss-Up,D+0.8,0.8046666666666678,0.5334776160311764,R,R,0.0,1.25,-5.439999999999998,Mid-Atlantic,Exurban,1.25
MI-4,Toss-Up,D+1.1,1.054666666666666,0.5438316439731498,R,R,0.0,1.25,-5.1899999999999995,Midwest,Mixed,1.25
FL-25,Tilt D,D+1.6,1.646899999999996,0.5681932239436999,D,D,0.0,1.25,-4.910000000000003,Southeast,Mixed,1.25
MI-10,Tilt D,D+2.0,2.019133333333333,0.5833454825607467,R,R,0.0,1.25,-4.85,Midwest,Mixed,1.25
IA-3,Tilt D,D+2.4,2.4191333333333302,0.5994535832468656,R,R,-1.25,1.25,-3.200000000000002,Midwest,Mixed,1.25
TX-28,Tilt D,D+2.5,2.540199999999997,0.6042885822952804,D,D,1.25,1.25,-4.330000000000002,Southwest,Rural,1.25
WA-3,Tilt D,D+3.3,3.299133333333332,0.6341020781464101,D,D,0.0,1.25,-3.5700000000000003,Northwest,Exurban,1.25
WI-1,Lean D,D+4.1,4.055833333333332,0.662839147096181,R,R,0.0,1.25,-3.75,Midwest,Suburban,1.25
PA-7,Lean D,D+4.2,4.1836,0.6675814786374731,R,R,-1.25,1.25,-2.059999999999999,Mid-Atlantic,Suburban,1.25
AZ-1,Lean D,D+5.8,5.7736,0.7235753999573923,R,R,0.0,1.25,-1.72,Southwest,Suburban,1.25
NM-2,Lean D,D+6.1,6.060199999999998,0.7330266725751895,D,D,0.0,1.25,0.4399999999999997,Southwest,Rural,1.25
AZ-6,Lean D,D+6.1,6.096899999999997,0.7342219880287905,R,R,0.0,1.25,-0.4600000000000016,Southwest,Mixed,1.25
NJ-7,Lean D,D+6.5,6.4836,0.7466075109736358,R,R,-1.25,1.25,0.2400000000000003,Mid-Atlantic,Suburban,1.25
VA-2,Lean D,D+7.0,7.0169000000000015,0.763051613101381,R,R,0.0,1.25,0.4600000000000029,Mid-Atlantic,Mixed,1.25
MI-8,Lean D,D+7.0,7.035833333333331,0.7636216760236357,D,D,0.0,1.25,-0.7700000000000017,Midwest,Suburban,1.25
MI-7,Lean D,D+7.2,7.165833333333332,0.7675102248702899,R,R,0.0,1.25,-0.6400000000000003,Midwest,Suburban,1.25
OH-1,Lean D,D+7.4,7.365833333333331,0.7734050574492684,D,D,1.25,1.25,-1.6900000000000013,Midwest,Suburban,1.25
CO-8,Lean D,D+7.6,7.5836,0.7797024660321068,R,R,0.0,1.25,0.0899999999999998,Mountain West,Suburban,1.25
PA-1,Lean D,D+7.8,7.833599999999999,0.7867759452378252,R,R,-1.25,1.25,1.5899999999999983,Mid-Atlantic,Suburban,1.25
NY-3,Lean D,D+7.9,7.873599999999998,0.7878922040439277,D,D,0.0,1.25,0.3799999999999985,Mid-Atlantic,Suburban,1.25
CA-22,Lean D,D+7.9,7.897966666666665,0.7885700956338899,R,R,-1.25,1.25,3.84,Pacific,Rural,1.25
NV-3,Lean D,D+8.1,8.076899999999997,0.793499487523704,D,D,0.0,1.25,1.5199999999999985,Mountain West,Mixed,1.25
NY-19,Lean D,D+9.1,9.1369,0.8209528746652529,D,D,0.0,1.25,2.5799999999999996,Northeast,Exurban,1.25
NH-1,Lean D,D+9.4,9.444666666666665,0.8283688901343379,D,D,0.0,1.25,3.1999999999999997,Northeast,Mixed,1.25
NY-17,Likely D,D+10.6,10.631366666666665,0.8546931055536295,R,R,0.0,1.25,3.4499999999999997,Northeast,Suburban,1.25
NV-1,Likely D,D+10.7,10.7169,0.856454606335358,D,D,0.0,1.25,4.16,Mountain West,Mixed,1.25
CA-48,Likely D,D+10.8,10.784666666666666,0.8578375641888295,R,R,0.0,1.25,4.540000000000001,Pacific,Mixed,1.25
NH-2,Likely D,D+10.8,10.810199999999998,0.8583557490088841,D,D,0.0,1.25,5.1899999999999995,Northeast,Mixed,1.25
NY-18,Likely D,D+11.0,10.972433333333331,0.8616114240603058,D,D,0.0,1.25,5.039999999999999,Northeast,Exurban,1.25
NV-4,Likely D,D+11.0,10.9769,0.8617001656217385,D,D,0.0,1.25,4.420000000000001,Mountain West,Mixed,1.25
CA-45,Likely D,D+11.1,11.069033333333332,0.8635199898365659,D,D,1.25,1.25,5.76,Pacific,Urban,1.25
KS-3,Likely D,D+11.4,11.401366666666664,0.8699173034129769,D,D,0.0,1.25,4.22,Great Plains,Suburban,1.25
VA-7,Likely D,D+11.5,11.533599999999996,0.872390983312364,D,D,0.0,1.25,4.039999999999997,Mid-Atlantic,Suburban,1.25
NE-2,Likely D,D+11.7,11.6969,0.8753902936434811,R,R,0.0,1.25,5.1400000000000015,Great Plains,Suburban,1.25
IN-1,Likely D,D+11.8,11.785833333333333,0.8769981573956658,D,D,1.25,1.25,2.7299999999999995,Midwest,Suburban,1.25
NY-4,Likely D,D+12.1,12.129133333333332,0.8830383184337142,D,D,0.0,1.25,5.26,Mid-Atlantic,Suburban,1.25
OH-13,Likely D,D+12.1,12.129133333333334,0.8830383184337144,D,D,1.25,1.25,4.010000000000002,Midwest,Mixed,1.25
CA-13,Likely D,D+12.5,12.4602,0.8886178305197752,D,D,1.25,1.25,5.590000000000001,Pacific,Mixed,1.25
PA-17,Likely D,D+12.5,12.460199999999997,0.8886178305197752,D,D,1.25,1.25,5.589999999999999,Appalachia,Mixed,1.25
NM-3,Likely D,D+12.5,12.50243333333333,0.8893126094729429,D,D,0.0,1.25,6.5699999999999985,Southwest,Mixed,1.25
NJ-5,Likely D,D+12.8,12.7869,0.8938941322680206,D,D,1.25,1.25,4.9799999999999995,Mid-Atlantic,Mixed,1.25
MD-6,Likely D,D+12.9,12.862433333333334,0.8950822486151566,D,D,0.0,1.25,6.9300000000000015,Mid-Atlantic,Mixed,1.25
WA-8,Likely D,D+12.9,12.869133333333332,0.8951870685457722,D,D,0.0,1.25,6.0,Northwest,Suburban,1.25
IL-6,Likely D,D+13.1,13.053499999999998,0.8980353577958892,D,D,1.25,1.25,7.119999999999999,Midwest,Urban,1.25
IL-17,Likely D,D+13.2,13.194666666666668,0.9001696599617226,D,D,1.25,1.25,5.700000000000001,Midwest,Mixed,1.25
MN-2,Likely D,D+13.4,13.401366666666664,0.9032230870904838,D,D,0.0,1.25,6.219999999999999,Midwest,Suburban,1.25
NJ-9,Likely D,D+13.7,13.6736,0.9071172132893964,D,D,1.25,1.25,4.93,Mid-Atlantic,Suburban,1.25
CT-5,Likely D,D+13.7,13.6869,0.9073038113426476,D,D,0.0,1.25,7.130000000000001,Northeast,Suburban,1.25
AL-2,Likely D,D+14.1,14.143499999999998,0.9135087735795472,D,D,0.0,1.25,9.46,Deep South,Rural,1.25
IL-8,Likely D,D+14.2,14.203499999999998,0.9142956182923244,D,D,0.0,1.25,9.52,Midwest,Urban,1.25
RI-2,Likely D,D+14.4,14.390199999999997,0.9167026688484916,D,D,0.0,1.25,8.769999999999998,Northeast,Mixed,1.25
NY-22,Likely D,D+14.4,14.400199999999996,0.9168298453040628,D,D,0.0,1.25,8.779999999999998,Northeast,Mixed,1.25
GA-2,Likely D,D+14.6,14.585733333333334,0.9191575656345186,D,D,1.25,1.25,8.340000000000002,Southeast,Rural,1.25
IL-14,Likely D,D+14.9,14.8669,0.922571979805947,D,D,1.25,1.25,7.060000000000001,Midwest,Exurban,1.25
AZ-4,Likely D,D+15.1,15.069133333333331,0.9249456334049776,D,D,0.0,1.25,8.200000000000001,Southwest,Suburban,1.25
MI-3,Likely D,D+15.2,15.191366666666664,0.92634771129305,D,D,0.0,1.25,8.01,Midwest,Suburban,1.25
CA-6,Likely D,D+15.2,15.2102,0.9265615838475918,R,R,0.0,1.25,9.59,Pacific,Mixed,1.25
CT-2,Likely D,D+15.4,15.3969,0.9286510220602366,D,D,0.0,1.25,8.84,Northeast,Suburban,1.25
OR-5,Likely D,D+15.5,15.530199999999995,0.9301091149746078,D,D,1.25,1.25,8.659999999999998,Pacific,Mixed,1.25
CA-25,Likely D,D+15.9,15.8802,0.9338073052498224,D,D,1.25,1.25,9.01,Pacific,Mixed,1.25
NJ-3,Likely D,D+17.3,17.29243333333333,0.9469530539359884,D,D,1.25,1.25,10.11,Mid-Atlantic,Mixed,1.25
CA-21,Likely D,D+17.4,17.400199999999998,0.947848084682615,D,D,1.25,1.25,10.53,Pacific,Mixed,1.25
NY-6,Likely D,D+17.6,17.641266666666667,0.9497987937640452,D,D,0.0,1.25,13.27,Mid-Atlantic,Urban,1.25
CA-35,Safe D,D+17.7,17.74903333333333,0.9506483123120164,D,D,1.25,1.25,12.44,Pacific,Urban,1.25
VA-10,Safe D,D+18.1,18.07913333333333,0.9531664128568492,D,D,0.0,1.25,11.21,Mid-Atlantic,Suburban,1.25
CA-3,Safe D,D+18.1,18.1402,0.9536186611397096,D,D,1.25,1.25,11.27,Pacific,Mixed,1.25
IL-13,Safe D,D+18.3,18.34466666666666,0.9551028384980746,D,D,1.25,1.25,10.849999999999998,Midwest,Mixed,1.25
NJ-6,Safe D,D+18.5,18.50913333333333,0.956263711067612,D,D,1.25,1.25,10.39,Mid-Atlantic,Suburban,1.25
OR-6,Safe D,D+18.7,18.710199999999997,0.957644026480584,D,D,1.25,1.25,11.839999999999998,Pacific,Mixed,1.25
OR-4,Safe D,D+19.1,19.0802,0.9600759437376472,D,D,1.25,1.25,12.21,Pacific,Mixed,1.25
NY-20,Safe D,D+19.1,19.10456666666667,0.9602313161238694,D,D,0.0,1.25,15.670000000000003,Northeast,Urban,1.25
NJ-11,Safe D,D+19.2,19.249133333333333,0.961141279322074,D,D,1.25,1.25,11.13,Mid-Atlantic,Suburban,1.25
NM-1,Safe D,D+19.3,19.28243333333333,0.96134803503322,D,D,0.0,1.25,13.35,Southwest,Mixed,1.25
MA-9,Safe D,D+19.5,19.4769,0.96253452163137,D,D,0.0,1.25,12.92,Northeast,Suburban,1.25
CA-1,Safe D,D+19.5,19.5002,0.9626743104237588,Vacant,Vacant,0.0,1.25,13.88,Pacific,Mixed,1.25
CA-27,Safe D,D+19.5,19.5402,0.962913122806731,D,D,1.25,1.25,12.669999999999998,Pacific,Mixed,1.25
CA-47,Safe D,D+19.6,19.636899999999997,0.9634843977643204,D,D,1.25,1.25,11.83,Pacific,Suburban,1.25
CA-42,Safe D,D+19.8,19.764566666666667,0.9642256588522324,D,D,1.25,1.25,15.080000000000002,Pacific,Urban,1.25
CA-38,Safe D,D+20.4,20.444566666666663,0.9679358669752672,D,D,0.0,1.25,17.009999999999998,Pacific,Urban,1.25
CA-7,Safe D,D+20.5,20.4602,0.9680166345408934,D,D,0.0,1.25,14.84,Pacific,Mixed,1.25
PA-6,Safe D,D+20.5,20.539133333333332,0.9684214379744788,D,D,1.25,1.25,12.419999999999998,Mid-Atlantic,Suburban,1.25
DE-AL,Safe D,D+20.6,20.63243333333333,0.9688935298592308,D,D,0.0,1.25,14.7,Mid-Atlantic,Mixed,1.25
CA-49,Safe D,D+20.8,20.8369,0.9699043456599694,D,D,1.25,1.25,13.03,Pacific,Suburban,1.25
IL-11,Safe D,D+21.0,21.001366666666662,0.9706942495204018,D,D,1.25,1.25,12.57,Midwest,Suburban,1.25
MA-1,Safe D,D+21.1,21.135733333333334,0.9713246314072912,D,D,0.0,1.25,16.14,Northeast,Mixed,1.25
FL-23,Safe D,D+21.4,21.386799999999997,0.9724674233128208,D,D,0.0,1.25,17.639999999999997,Southeast,Urban,1.25
CO-7,Safe D,D+21.6,21.629133333333336,0.9735284262419832,D,D,0.0,1.25,14.760000000000002,Mountain West,Suburban,1.25
CT-3,Safe D,D+21.7,21.712433333333333,0.97388386881573,D,D,0.0,1.25,15.78,Northeast,Suburban,1.25
CA-39,Safe D,D+22.3,22.2569,0.9760952580133384,D,D,1.25,1.25,14.45,Pacific,Suburban,1.25
CA-41,Safe D,D+22.3,22.294566666666665,0.9762413023389408,D,D,1.25,1.25,17.61,Pacific,Urban,1.25
CA-9,Safe D,D+22.4,22.397966666666665,0.9766377525295036,D,D,1.25,1.25,15.84,Pacific,Exurban,1.25
CA-33,Safe D,D+22.4,22.4369,0.976785348945598,D,D,1.25,1.25,14.63,Pacific,Suburban,1.25
CA-4,Safe D,D+22.7,22.72573333333333,0.9778522402199384,D,D,1.25,1.25,16.479999999999997,Pacific,Mixed,1.25
MI-11,Safe D,D+22.9,22.8602,0.9783324402968578,D,D,0.0,1.25,17.24,Midwest,Mixed,1.25
CA-31,Safe D,D+23.3,23.252433333333332,0.9796757233263874,D,D,1.25,1.25,16.07,Pacific,Suburban,1.25
CA-26,Safe D,D+23.3,23.29243333333333,0.9798080410420246,D,D,0.0,1.25,17.36,Pacific,Suburban,1.25
NY-25,Safe D,D+24.0,24.025733333333328,0.9820893870245316,D,D,0.0,1.25,19.03,Northeast,Mixed,1.25
WA-10,Safe D,D+24.1,24.054666666666662,0.982174012163876,D,D,0.0,1.25,17.81,Northwest,Suburban,1.25
PA-12,Safe D,D+24.1,24.094566666666665,0.9822900692802662,D,D,1.25,1.25,19.41,Appalachia,Urban,1.25
PA-4,Safe D,D+24.2,24.224666666666664,0.9826633604387158,D,D,1.25,1.25,16.73,Mid-Atlantic,Suburban,1.25
MD-2,Safe D,D+24.3,24.297966666666667,0.9828702619794196,D,D,0.0,1.25,18.99,Mid-Atlantic,Mixed,1.25
CA-46,Safe D,D+24.4,24.414566666666666,0.9831943958046956,D,D,1.25,1.25,19.73,Pacific,Urban,1.25
NY-26,Safe D,D+24.5,24.474566666666664,0.9833588316482476,D,D,0.0,1.25,21.04,Northeast,Urban,1.25
KY-3,Safe D,D+24.6,24.604566666666667,0.9837097018678936,D,D,1.25,1.25,19.92,Appalachia,Urban,1.25
WA-6,Safe D,D+24.8,24.814666666666668,0.9842614396453234,D,D,0.0,1.25,18.57,Northwest,Suburban,1.25
CA-50,Safe D,D+25.3,25.315733333333327,0.9855041207543808,D,D,1.25,1.25,19.069999999999997,Pacific,Mixed,1.25
ME-1,Safe D,D+25.5,25.534566666666663,0.9860160323803784,D,D,0.0,1.25,22.1,Northeast,Urban,1.25
CA-51,Safe D,D+25.9,25.855733333333333,0.9867352141804036,D,D,1.25,1.25,19.61,Pacific,Mixed,1.25
MA-3,Safe D,D+26.3,26.345733333333335,0.9877627209520312,D,D,0.0,1.25,21.35,Northeast,Mixed,1.25
NJ-1,Safe D,D+27.0,26.967966666666666,0.9889548920572344,D,D,1.25,1.25,20.409999999999997,Mid-Atlantic,Mixed,1.25
TX-16,Safe D,D+27.1,27.0868,0.9891691485209344,D,D,1.25,1.25,22.09,Southwest,Urban,1.25
MA-4,Safe D,D+27.2,27.205733333333335,0.9893794685359216,D,D,0.0,1.25,22.21,Northeast,Mixed,1.25
CO-6,Safe D,D+27.2,27.244666666666667,0.989447435994722,D,D,0.0,1.25,21.0,Mountain West,Suburban,1.25
MS-2,Safe D,D+27.4,27.41903333333333,0.989746592855802,D,D,1.25,1.25,22.11,Deep South,Rural,1.25
UT-1,Safe D,D+27.6,27.6468,0.9901247566648048,R,R,0.0,1.25,23.9,Mountain West,Urban,1.25
MN-3,Safe D,D+27.7,27.7369,0.9902705099812236,D,D,0.0,1.25,21.18,Midwest,Suburban,1.25
CA-52,Safe D,D+28.5,28.48573333333333,0.9914022705274214,D,D,1.25,1.25,22.24,Pacific,Mixed,1.25
MA-6,Safe D,D+28.6,28.572433333333333,0.9915245690199432,D,D,0.0,1.25,22.64,Northeast,Suburban,1.25
AL-7,Safe D,D+28.9,28.86456666666666,0.9919240906824256,D,D,0.0,1.25,25.429999999999996,Deep South,Rural,1.25
HI-2,Safe D,D+29.0,28.965733333333333,0.9920580455527686,D,D,0.0,1.25,23.97,Pacific,Mixed,1.25
RI-1,Safe D,D+29.1,29.095733333333328,0.9922269473027272,D,D,0.0,1.25,24.1,Northeast,Mixed,1.25
SC-6,Safe D,D+29.3,29.336799999999997,0.9925307742027978,D,D,0.0,1.25,25.589999999999996,Southeast,Rural,1.25
MD-3,Safe D,D+29.3,29.347966666666665,0.9925445587920864,D,D,0.0,1.25,24.04,Mid-Atlantic,Mixed,1.25
WA-2,Safe D,D+29.5,29.504666666666665,0.992735353254031,D,D,0.0,1.25,23.26,Northwest,Suburban,1.25
MI-6,Safe D,D+29.9,29.870199999999997,0.993161783798449,D,D,0.0,1.25,24.25,Midwest,Mixed,1.25
AZ-7,Safe D,D+30.0,29.9635,0.9932665851256034,D,D,0.0,1.25,25.28,Southwest,Mixed,1.25
FL-10,Safe D,D+30.0,30.03456666666666,0.9933453406229618,D,D,0.0,1.25,26.59999999999999,Southeast,Urban,1.25
MA-2,Safe D,D+30.1,30.101266666666668,0.9934184243871071,D,D,0.0,1.25,25.73,Northeast,Mixed,1.25
CA-2,Safe D,D+30.1,30.111266666666666,0.99342931252803,D,D,0.0,1.25,25.74,Pacific,Mixed,1.25
CT-1,Safe D,D+30.4,30.39243333333333,0.9937282325440951,D,D,0.0,1.25,24.459999999999994,Northeast,Suburban,1.25
NJ-12,Safe D,D+30.5,30.45456666666666,0.9937924439680192,D,D,0.0,1.25,27.019999999999996,Mid-Atlantic,Urban,1.25
HI-1,Safe D,D+30.5,30.481266666666663,0.9938198358816196,D,D,0.0,1.25,26.11,Pacific,Mixed,1.25
IL-10,Safe D,D+31.0,30.976899999999997,0.9943070453102696,D,D,1.25,1.25,23.17,Midwest,Suburban,1.25
CT-4,Safe D,D+31.0,31.047966666666667,0.9943737002902128,D,D,0.0,1.25,25.74,Northeast,Suburban,1.25
CA-24,Safe D,D+31.8,31.75126666666666,0.9949928954240568,D,D,1.25,1.25,26.129999999999995,Pacific,Mixed,1.25
TX-7,Safe D,D+33.0,33.012433333333334,0.9959382535589274,D,D,1.25,1.25,25.83,Urban South,Suburban,1.25
CA-28,Safe D,D+33.1,33.07126666666666,0.9959777271947692,D,D,1.25,1.25,27.449999999999996,Pacific,Mixed,1.25
CA-32,Safe D,D+34.2,34.167966666666665,0.9966474007648376,D,D,1.25,1.25,27.61,Pacific,Suburban,1.25
MA-8,Safe D,D+34.2,34.237966666666665,0.9966861582809896,D,D,0.0,1.25,28.93,Northeast,Suburban,1.25
WA-1,Safe D,D+34.7,34.6902,0.9969260095018608,D,D,0.0,1.25,29.07,Northwest,Suburban,1.25
NJ-8,Safe D,D+35.1,35.064566666666664,0.997111411236444,D,D,1.25,1.25,30.379999999999995,Mid-Atlantic,Urban,1.25
PA-5,Safe D,D+36.6,36.5802,0.997754770988284,D,D,1.25,1.25,29.71,Mid-Atlantic,Suburban,1.25
TX-20,Safe D,D+36.6,36.62456666666667,0.997771275113075,D,D,1.25,1.25,31.94,Urban South,Urban,1.25
IL-4,Safe D,D+37.2,37.164566666666666,0.9979627080215449,D,D,0.0,1.25,33.73,Midwest,Urban,1.25
VA-4,Safe D,D+38.2,38.2435,0.9982974372795173,D,D,0.0,1.25,33.56,Mid-Atlantic,Mixed,1.25
CA-18,Safe D,D+38.3,38.31126666666666,0.9983165264037704,D,D,1.25,1.25,32.69,Pacific,Mixed,1.25
VT-AL,Safe D,D+38.4,38.41456666666666,0.9983452145795362,D,D,0.0,1.25,34.97999999999999,Northeast,Rural,1.25
IL-2,Safe D,D+38.6,38.60456666666667,0.9983967124173476,D,D,0.0,1.25,35.17,Midwest,Urban,1.25
MD-5,Safe D,D+38.7,38.7435,0.9984333534118052,D,D,0.0,1.25,34.059999999999995,Mid-Atlantic,Mixed,1.25
TX-29,Safe D,D+38.9,38.86456666666667,0.998464600018614,D,D,1.25,1.25,34.18,Urban South,Urban,1.25
IL-3,Safe D,D+38.9,38.944566666666674,0.998484905331775,D,D,1.25,1.25,34.260000000000005,Midwest,Urban,1.25
VA-3,Safe D,D+39.1,39.084566666666674,0.9985197965648396,D,D,0.0,1.25,35.650000000000006,Mid-Atlantic,Urban,1.25
NC-2,Safe D,D+39.3,39.28456666666667,0.9985682539274108,D,D,1.25,1.25,34.6,Mid-Atlantic,Urban,1.25
TX-33,Safe D,D+39.7,39.65456666666667,0.9986537624655134,D,D,0.0,1.25,36.22,Urban South,Urban,1.25
MN-4,Safe D,D+39.7,39.67456666666667,0.9986582364420832,D,D,0.0,1.25,36.24,Midwest,Urban,1.25
IL-1,Safe D,D+39.8,39.804566666666666,0.998686957544816,D,D,1.25,1.25,35.12,Midwest,Urban,1.25
CA-19,Safe D,D+41.5,41.511266666666664,0.9990117088567958,D,D,1.25,1.25,35.89,Pacific,Mixed,1.25
CA-10,Safe D,D+41.6,41.58796666666667,0.9990242498559524,D,D,1.25,1.25,35.03,Pacific,Suburban,1.25
VA-11,Safe D,D+41.7,41.7202,0.99904549876767,D,D,0.0,1.25,36.1,Mid-Atlantic,Suburban,1.25
NY-16,Safe D,D+41.9,41.85796666666666,0.9990671452668416,D,D,0.0,1.25,36.55,Northeast,Suburban,1.25
NY-14,Safe D,D+42.2,42.19456666666667,0.9991179926549932,D,D,0.0,1.25,38.76,Mid-Atlantic,Urban,1.25
PA-2,Safe D,D+42.5,42.48456666666667,0.9991595742003938,D,D,1.25,1.25,37.8,Mid-Atlantic,Urban,1.25
CA-8,Safe D,D+42.5,42.51349999999999,0.9991636137830112,D,D,1.25,1.25,36.58,Pacific,Exurban,1.25
IL-5,Safe D,D+42.7,42.664566666666666,0.9991843922781546,D,D,1.25,1.25,37.98,Midwest,Urban,1.25
CA-29,Safe D,D+43.2,43.17456666666667,0.9992508044951932,D,D,1.25,1.25,38.49,Pacific,Urban,1.25
CA-14,Safe D,D+43.2,43.24796666666666,0.9992599070794728,Vacant,Vacant,0.0,1.25,37.94,Pacific,Suburban,1.25
FL-20,Safe D,D+43.8,43.79456666666667,0.9993243060808278,Vacant,Vacant,0.0,1.25,40.36,Southeast,Urban,1.25
IL-9,Safe D,D+43.9,43.87243333333333,0.99933301261958,D,D,0.0,1.25,37.94,Midwest,Suburban,1.25
WI-2,Safe D,D+43.9,43.94456666666667,0.9993409780287084,D,D,0.0,1.25,40.51,Midwest,Urban,1.25
MI-12,Safe D,D+44.4,44.37456666666667,0.9993865272868072,D,D,0.0,1.25,40.94,Midwest,Urban,1.25
OR-1,Safe D,D+44.5,44.517966666666666,0.999401006783006,D,D,1.25,1.25,37.96,Pacific,Suburban,1.25
CA-44,Safe D,D+45.2,45.18456666666667,0.9994639576009048,D,D,1.25,1.25,40.5,Pacific,Urban,1.25
CA-36,Safe D,D+45.2,45.21456666666667,0.9994666296975464,D,D,1.25,1.25,40.53,Pacific,Urban,1.25
GA-13,Safe D,D+45.3,45.26456666666667,0.9994710536403344,Vacant,Vacant,0.0,1.25,41.83,Southeast,Urban,1.25
CO-2,Safe D,D+45.5,45.450199999999995,0.9994871598219311,D,D,0.0,1.25,39.83,Mountain West,Suburban,1.25
OH-3,Safe D,D+45.9,45.93456666666667,0.9995269144450738,D,D,1.25,1.25,41.25,Midwest,Urban,1.25
CA-17,Safe D,D+46.4,46.37456666666667,0.999560351137743,D,D,1.25,1.25,41.69,Pacific,Urban,1.25
IN-7,Safe D,D+46.4,46.384566666666665,0.9995610829542146,D,D,1.25,1.25,41.7,Midwest,Urban,1.25
CA-30,Safe D,D+47.1,47.051266666666656,0.9996072238224514,D,D,1.25,1.25,41.42999999999999,Pacific,Mixed,1.25
MI-13,Safe D,D+47.3,47.29456666666667,0.999622826408851,D,D,0.0,1.25,43.86,Midwest,Urban,1.25
FL-24,Safe D,D+47.4,47.37456666666667,0.9996278201527736,D,D,0.0,1.25,43.94,Southeast,Urban,1.25
NY-9,Safe D,D+47.5,47.484566666666666,0.9996345788129068,D,D,0.0,1.25,44.05,Mid-Atlantic,Urban,1.25
AZ-3,Safe D,D+47.6,47.5835,0.9996405526501309,D,D,0.0,1.25,42.9,Southwest,Mixed,1.25
WA-9,Safe D,D+47.7,47.7302,0.9996492315235332,D,D,0.0,1.25,42.11,Northwest,Suburban,1.25
TX-30,Safe D,D+49.0,48.96456666666667,0.9997144366651814,D,D,0.0,1.25,45.53,Urban South,Urban,1.25
NC-4,Safe D,D+50.2,50.19456666666667,0.9997673542817028,D,D,1.25,1.25,45.51,Mid-Atlantic,Urban,1.25
OR-3,Safe D,D+50.7,50.704566666666665,0.9997863079987072,D,D,1.25,1.25,46.02,Pacific,Urban,1.25
NY-8,Safe D,D+50.9,50.85456666666667,0.9997915829733944,D,D,0.0,1.25,47.42,Mid-Atlantic,Urban,1.25
MA-5,Safe D,D+51.1,51.07126666666666,0.9997989745062718,D,D,0.0,1.25,46.7,Northeast,Mixed,1.25
NY-5,Safe D,D+51.7,51.69456666666667,0.9998188060079788,D,D,0.0,1.25,48.26,Mid-Atlantic,Urban,1.25
NC-12,Safe D,D+52.0,52.02456666666667,0.9998285009147008,D,D,1.25,1.25,47.34,Mid-Atlantic,Urban,1.25
LA-2,Safe D,D+52.5,52.51456666666667,0.9998419479015664,D,D,0.0,1.25,49.08,Deep South,Urban,1.25
NY-7,Safe D,D+53.6,53.594566666666665,0.9998679803530786,D,D,0.0,1.25,50.16,Mid-Atlantic,Urban,1.25
GA-6,Safe D,D+54.5,54.53456666666667,0.9998871224921262,D,D,1.25,1.25,49.85,Southeast,Urban,1.25
WI-4,Safe D,D+55.3,55.28456666666666,0.9999003846276856,R,R,0.0,1.25,51.849999999999994,Midwest,Urban,1.25
CA-16,Safe D,D+56.1,56.06796666666666,0.999912576684072,D,D,1.25,1.25,49.51,Pacific,Suburban,1.25
VA-8,Safe D,D+56.7,56.740199999999994,0.9999218420017164,D,D,0.0,1.25,51.12,Mid-Atlantic,Suburban,1.25
