district_id,rating,model_margin_label,model_margin_dem,dem_win_probability,district_partisan_baseline_dem,incumbency_adjustment_dem,candidate_quality_adjustment_dem,region,district_type,tested_multiplier
AL-3,Safe R,R+43.4,-43.38543333333333,0.000723341464615,-44.81999999999999,-2.0,0.0,Deep South,Rural,0.85
WV-1,Safe R,R+43.0,-42.99543333333333,0.0007718828744487,-44.43,-2.0,0.0,Appalachia,Rural,0.85
AR-1,Safe R,R+42.2,-42.2332,0.0008763514031731,-43.98,-2.0,0.0,Middle South,Rural,0.85
WY-AL,Safe R,R+41.9,-41.89543333333333,0.0009270531066536,-45.33,0.0,0.0,Great Plains,Rural,0.85
IL-12,Safe R,R+41.2,-41.23096666666667,0.001035507306034,-43.29,-2.0,0.0,Midwest,Rural,0.85
ID-1,Safe R,R+41.2,-41.2232,0.0010368471899321,-42.97,-2.0,0.0,Mountain West,Rural,0.85
OK-3,Safe R,R+40.8,-40.76543333333333,0.0011189567822366,-44.2,0.0,0.0,Great Plains,Rural,0.85
OH-4,Safe R,R+39.9,-39.880966666666666,0.001296450582907,-41.94,-2.0,0.0,Midwest,Rural,0.85
VA-9,Safe R,R+39.9,-39.865433333333335,0.0012998069295172,-43.3,0.0,0.0,Appalachia,Rural,0.85
MS-4,Safe R,R+39.7,-39.68543333333333,0.0013393389260347,-41.12,-2.0,0.0,Deep South,Rural,0.85
OH-2,Safe R,R+39.3,-39.29096666666666,0.0014302218740578,-41.349999999999994,-2.0,0.0,Midwest,Rural,0.85
WV-2,Safe R,R+38.9,-38.91543333333333,0.0015224579563647,-40.35,-2.0,0.0,Appalachia,Rural,0.85
KY-2,Safe R,R+38.4,-38.42543333333333,0.0016517960784679,-39.86,-2.0,0.0,Appalachia,Rural,0.85
MO-7,Safe R,R+38.2,-38.18096666666667,0.0017203693113727,-42.24,0.0,0.0,Midwest,Rural,0.85
SC-3,Safe R,R+37.6,-37.57319999999999,0.0019034157768747,-41.31999999999999,0.0,0.0,Southeast,Rural,0.85
IL-15,Safe R,R+37.5,-37.48096666666667,0.0019328445660988,-39.54,-2.0,0.0,Midwest,Rural,0.85
UT-3,Safe R,R+37.4,-37.3732,0.001967805314796,-41.12,0.0,0.0,Mountain West,Rural,0.85
AL-6,Safe R,R+37.1,-37.125433333333326,0.0020505957397112,-38.559999999999995,-2.0,0.0,Deep South,Rural,0.85
AR-4,Safe R,R+36.7,-36.743199999999995,0.0021851861843102,-38.489999999999995,-2.0,0.0,Middle South,Rural,0.85
PA-15,Safe R,R+36.3,-36.26543333333333,0.0023658744798231,-37.7,-2.0,0.0,Appalachia,Rural,0.85
PA-9,Safe R,R+36.0,-36.04543333333333,0.0024540163879887,-37.48,-2.0,0.0,Northeast,Rural,0.85
GA-14,Safe R,R+35.7,-35.68319999999999,0.0026063363560147,-37.42999999999999,-2.0,0.0,Southeast,Rural,0.85
MS-1,Safe R,R+34.0,-33.97543333333333,0.0034615466749541,-35.41,-2.0,0.0,Deep South,Rural,0.85
LA-1,Safe R,R+34.0,-33.956500000000005,0.0034724490403402,-38.64,0.0,0.0,Deep South,Exurban,0.85
IN-8,Safe R,R+33.3,-33.33096666666666,0.00385254582063,-35.38999999999999,-2.0,0.0,Midwest,Rural,0.85
GA-9,Safe R,R+32.4,-32.3732,0.0045163105285397,-34.12,-2.0,0.0,Southeast,Rural,0.85
ND-AL,Safe R,R+32.3,-32.31543333333333,0.0045598033266978,-35.75,0.0,0.0,Great Plains,Rural,0.85
FL-1,Safe R,R+32.1,-32.05543333333333,0.0047607770992563,-35.49,0.0,0.0,Deep South,Rural,0.85
OH-6,Safe R,R+31.7,-31.72543333333333,0.0050286007777845,-33.16,-2.0,0.0,Appalachia,Rural,0.85
LA-3,Safe R,R+31.6,-31.595433333333336,0.0051381767613126,-35.03,0.0,0.0,Deep South,Rural,0.85
MN-7,Safe R,R+31.5,-31.450966666666663,0.0052627350818879,-35.51,0.0,0.0,Midwest,Rural,0.85
PA-14,Safe R,R+31.4,-31.395433333333333,0.0053114108154447,-32.83,-2.0,0.0,Appalachia,Rural,0.85
KY-4,Safe R,R+31.2,-31.22543333333333,0.0054632190905287,-34.66,0.0,0.0,Appalachia,Rural,0.85
TN-3,Safe R,R+31.1,-31.065433333333335,0.0056100364952589,-34.5,0.0,0.0,Appalachia,Rural,0.85
IN-6,Safe R,R+30.7,-30.68096666666667,0.0059790627542335,-32.74,-2.0,0.0,Midwest,Rural,0.85
TX-11,Safe R,R+30.3,-30.3265,0.0063406278738923,-33.01,-2.0,0.0,Middle South,Mixed,0.85
LA-4,Safe R,R+29.5,-29.47543333333334,0.0072998690764436,-32.910000000000004,0.0,0.0,Deep South,Rural,0.85
LA-5,Safe R,R+29.1,-29.065433333333335,0.0078120984655205,-32.5,0.0,0.0,Deep South,Rural,0.85
IN-3,Safe R,R+29.0,-29.030966666666664,0.0078567501771794,-31.09,-2.0,0.0,Midwest,Rural,0.85
TN-2,Safe R,R+29.0,-29.015433333333338,0.0078769563556185,-32.45,0.0,0.0,Appalachia,Rural,0.85
GA-3,Safe R,R+29.0,-28.983200000000004,0.0079190509766051,-30.730000000000004,-2.0,0.0,Southeast,Rural,0.85
CA-20,Safe R,R+29.0,-28.965433333333333,0.007942348400914,-30.4,-2.0,0.0,Pacific,Rural,0.85
OK-4,Safe R,R+28.9,-28.865433333333332,0.008074752300266,-32.3,0.0,0.0,Great Plains,Rural,0.85
UT-4,Safe R,R+28.8,-28.8332,0.0081178952980034,-32.58,0.0,0.0,Mountain West,Rural,0.85
LA-6,Safe R,R+28.5,-28.45543333333333,0.0086408816996666,-31.889999999999993,0.0,0.0,Deep South,Rural,0.85
GA-8,Safe R,R+28.4,-28.443199999999997,0.0086583647730008,-30.19,-2.0,0.0,Southeast,Rural,0.85
IN-4,Safe R,R+27.5,-27.460966666666664,0.0101827241994989,-29.52,-2.0,0.0,Midwest,Rural,0.85
IN-9,Safe R,R+27.4,-27.44096666666666,0.0102163759000455,-29.499999999999996,-2.0,0.0,Midwest,Rural,0.85
MI-9,Safe R,R+27.4,-27.37096666666666,0.0103350258887415,-31.429999999999993,0.0,0.0,Midwest,Rural,0.85
KS-1,Safe R,R+27.4,-27.355433333333337,0.0103615391918567,-30.79,0.0,0.0,Great Plains,Rural,0.85
MT-2,Safe R,R+27.0,-26.9732,0.0110355846224896,-28.72,-2.0,0.0,Mountain West,Rural,0.85
OH-12,Safe R,R+26.4,-26.362033333333336,0.0122044847389727,-29.67,-2.0,0.0,Midwest,Exurban,0.85
MS-3,Safe R,R+26.3,-26.29543333333333,0.0123390282894019,-27.729999999999997,-2.0,0.0,Deep South,Rural,0.85
IA-4,Safe R,R+25.8,-25.76096666666666,0.0134731138733282,-29.819999999999997,0.0,0.0,Midwest,Rural,0.85
AZ-9,Safe R,R+25.7,-25.6932,0.0136240628554214,-29.44,0.0,0.0,Southwest,Rural,0.85
UT-2,Safe R,R+25.6,-25.60319999999999,0.0138271171756979,-29.34999999999999,0.0,0.0,Mountain West,Rural,0.85
AL-5,Safe R,R+25.5,-25.525433333333336,0.0140049721889128,-28.96,0.0,0.0,Deep South,Rural,0.85
MI-2,Safe R,R+25.3,-25.33096666666666,0.0144596539890935,-29.389999999999997,0.0,0.0,Midwest,Rural,0.85
NJ-4,Safe R,R+25.1,-25.1365,0.0149288738668927,-27.82,-2.0,0.0,Mid-Atlantic,Mixed,0.85
SD-AL,Safe R,R+24.9,-24.865433333333332,0.0156080261117482,-28.299999999999997,0.0,0.0,Great Plains,Rural,0.85
OR-2,Safe R,R+24.8,-24.825433333333333,0.0157107870124069,-26.26,-2.0,0.0,Pacific,Rural,0.85
ID-2,Safe R,R+24.0,-23.9632,0.0180948621001459,-25.71,-2.0,0.0,Mountain West,Rural,0.85
FL-19,Safe R,R+23.6,-23.61650000000001,0.0191506291318833,-28.300000000000004,0.0,0.0,Southeast,Mixed,0.85
FL-6,Safe R,R+23.4,-23.3965,0.0198516528016598,-28.08,0.0,0.0,Southeast,Mixed,0.85
AR-3,Safe R,R+22.1,-22.078733333333332,0.0246074949759824,-24.45,-2.0,0.0,Middle South,Rural,0.85
MO-6,Safe R,R+22.0,-22.000966666666663,0.0249205114313012,-26.06,0.0,0.0,Midwest,Rural,0.85
IN-2,Safe R,R+22.0,-21.952033333333333,0.0251194569055996,-25.26,-2.0,0.0,Midwest,Exurban,0.85
MI-5,Safe R,R+21.2,-21.204266666666665,0.0283589313919469,-26.2,0.0,0.0,Midwest,Mixed,0.85
OH-5,Safe R,R+20.3,-20.2665,0.0329981151964438,-22.95,-2.0,0.0,Midwest,Rural,0.85
TX-36,Safe R,R+20.3,-20.266499999999997,0.0329981151964438,-22.949999999999996,-2.0,0.0,Urban South,Rural,0.85
TX-4,Safe R,R+20.2,-20.218733333333333,0.0332530948286077,-22.59,-2.0,0.0,Middle South,Rural,0.85
TX-14,Safe R,R+20.1,-20.08203333333333,0.0339933580597191,-23.389999999999997,-2.0,0.0,Middle South,Mixed,0.85
TX-8,Safe R,R+20.0,-19.95873333333333,0.034674675666504,-24.33,0.0,0.0,Middle South,Rural,0.85
SC-7,Safe R,R+19.7,-19.688733333333328,0.036212880982075,-24.059999999999995,0.0,0.0,Southeast,Rural,0.85
IL-16,Safe R,R+19.7,-19.6565,0.0364008475194316,-22.34,-2.0,0.0,Midwest,Rural,0.85
TX-12,Safe R,R+19.6,-19.598733333333332,0.036740061211979,-21.97,-2.0,0.0,Middle South,Rural,0.85
PA-16,Safe R,R+19.5,-19.486500000000003,0.0374078221436421,-22.17,-2.0,0.0,Midwest,Rural,0.85
TX-6,Safe R,R+19.4,-19.43873333333333,0.0376955477309712,-21.81,-2.0,0.0,Middle South,Rural,0.85
TN-6,Safe R,R+19.3,-19.272033333333333,0.0387164236799922,-24.58,0.0,0.0,Middle South,Mixed,0.85
TX-3,Safe R,R+19.2,-19.15873333333333,0.0394253676660057,-21.53,-2.0,0.0,Middle South,Rural,0.85
VA-6,Safe R,R+19.1,-19.05873333333333,0.0400614188945179,-23.429999999999996,0.0,0.0,Mid-Atlantic,Rural,0.85
GA-11,Safe R,R+18.8,-18.788733333333333,0.041828231464431,-23.16,0.0,0.0,Southeast,Rural,0.85
KS-4,Safe R,R+18.8,-18.76096666666667,0.042014100229108,-22.82,0.0,0.0,Great Plains,Rural,0.85
NY-24,Safe R,R+18.2,-18.17096666666667,0.0461550635086387,-22.23,0.0,0.0,Northeast,Rural,0.85
PA-11,Safe R,R+18.1,-18.062033333333332,0.0469609761593678,-21.369999999999997,-2.0,0.0,Mid-Atlantic,Mixed,0.85
TX-25,Safe R,R+17.9,-17.919800000000002,0.0480334006652019,-21.54,-2.0,0.0,Urban South,Mixed,0.85
SC-4,Safe R,R+17.7,-17.728733333333334,0.0495106627248322,-22.1,0.0,0.0,Southeast,Rural,0.85
TX-26,Likely R,R+17.6,-17.5831,0.0506654682805663,-22.14,-2.0,0.0,Urban South,Suburban,0.85
TX-5,Likely R,R+17.5,-17.538733333333333,0.0510223138301218,-19.91,-2.0,0.0,Middle South,Rural,0.85
OK-1,Likely R,R+17.4,-17.410966666666667,0.0520632834244262,-21.47,0.0,0.0,Great Plains,Rural,0.85
GA-10,Likely R,R+17.3,-17.348733333333332,0.0525775653690184,-21.72,0.0,0.0,Southeast,Rural,0.85
SC-5,Likely R,R+17.0,-17.04873333333333,0.0551246746853773,-21.42,0.0,0.0,Southeast,Rural,0.85
WI-7,Likely R,R+17.0,-17.0365,0.0552309685168962,-21.72,0.0,0.0,Midwest,Rural,0.85
TN-4,Likely R,R+17.0,-16.978733333333338,0.0557355074661453,-21.350000000000005,0.0,0.0,Middle South,Rural,0.85
TX-31,Likely R,R+16.9,-16.949800000000003,0.0559898408683657,-20.57,-2.0,0.0,Urban South,Mixed,0.85
TX-2,Likely R,R+16.8,-16.7898,0.0574161098566127,-22.41,0.0,0.0,Urban South,Mixed,0.85
CA-5,Likely R,R+16.7,-16.710966666666668,0.0581313287081924,-18.77,-2.0,0.0,Pacific,Rural,0.85
WI-5,Likely R,R+16.7,-16.689800000000005,0.0583247832289633,-22.31,0.0,0.0,Midwest,Mixed,0.85
NC-8,Likely R,R+16.7,-16.658733333333334,0.058609813530719,-19.03,-2.0,0.0,Mid-Atlantic,Rural,0.85
TX-27,Likely R,R+16.3,-16.309800000000003,0.061902112180836,-19.93,-2.0,0.0,Urban South,Mixed,0.85
GA-7,Likely R,R+16.3,-16.285333333333334,0.0621393331763538,-20.53,-2.0,0.0,Southeast,Suburban,0.85
MI-1,Likely R,R+16.1,-16.096500000000002,0.0639989452854325,-20.78,0.0,0.0,Midwest,Rural,0.85
NY-23,Likely R,R+16.1,-16.070966666666667,0.0642543396516476,-20.13,0.0,0.0,Northeast,Rural,0.85
TX-22,Likely R,R+15.9,-15.9465,0.065512946087908,-20.63,0.0,0.0,Urban South,Rural,0.85
TN-7,Likely R,R+15.8,-15.802033333333334,0.0670025229401757,-21.11,0.0,0.0,Middle South,Mixed,0.85
OH-14,Likely R,R+15.7,-15.7198,0.067864402174124,-19.34,-2.0,0.0,Midwest,Mixed,0.85
MO-4,Likely R,R+15.7,-15.656499999999998,0.0685348330754319,-20.339999999999996,0.0,0.0,Midwest,Rural,0.85
TX-21,Likely R,R+15.6,-15.5865,0.0692833669721932,-20.27,0.0,0.0,Urban South,Rural,0.85
NY-21,Likely R,R+15.1,-15.140966666666664,0.0742274572723264,-19.199999999999996,0.0,0.0,Northeast,Rural,0.85
WA-4,Likely R,R+15.1,-15.118733333333331,0.0744824967724984,-19.49,0.0,0.0,Northwest,Rural,0.85
CA-23,Likely R,R+15.1,-15.080966666666669,0.0749175672387634,-17.14,-2.0,0.0,Pacific,Rural,0.85
NC-10,Likely R,R+14.8,-14.81873333333333,0.0780034166522516,-17.189999999999998,-2.0,0.0,Mid-Atlantic,Rural,0.85
TX-17,Likely R,R+14.8,-14.788733333333331,0.07836377066053,-17.16,-2.0,0.0,Middle South,Rural,0.85
MO-3,Likely R,R+14.8,-14.7665,0.0786318150771474,-19.45,0.0,0.0,Midwest,Rural,0.85
NC-5,Likely R,R+14.7,-14.708733333333331,0.0793321723585317,-17.08,-2.0,0.0,Mid-Atlantic,Rural,0.85
TN-5,Likely R,R+14.7,-14.67203333333334,0.0797800760966433,-19.980000000000004,0.0,0.0,Middle South,Mixed,0.85
TX-10,Likely R,R+14.6,-14.5698,0.0810399803315658,-20.19,0.0,0.0,Urban South,Mixed,0.85
NC-13,Likely R,R+14.5,-14.548733333333333,0.0813018465006156,-16.919999999999998,-2.0,0.0,Mid-Atlantic,Rural,0.85
FL-3,Likely R,R+14.5,-14.458733333333331,0.0824292840453565,-18.83,0.0,0.0,Southeast,Rural,0.85
FL-28,Likely R,R+14.5,-14.45203333333334,0.0825137821821652,-19.760000000000005,0.0,0.0,Southeast,Mixed,0.85
NC-6,Likely R,R+14.4,-14.418733333333332,0.0829349210819382,-16.79,-2.0,0.0,Mid-Atlantic,Rural,0.85
FL-5,Likely R,R+14.4,-14.382033333333332,0.0834013230452935,-19.69,0.0,0.0,Southeast,Mixed,0.85
TX-38,Likely R,R+14.3,-14.3498,0.0838129256885046,-19.97,0.0,0.0,Urban South,Mixed,0.85
CO-4,Likely R,R+14.3,-14.300966666666667,0.0844400179745412,-18.36,0.0,0.0,Great Plains,Rural,0.85
FL-17,Likely R,R+14.3,-14.262033333333337,0.0849430279471114,-19.57,0.0,0.0,Southeast,Mixed,0.85
KS-2,Likely R,R+13.7,-13.684266666666668,0.092733107394261,-18.68,0.0,0.0,Great Plains,Mixed,0.85
TN-8,Likely R,R+13.5,-13.542033333333327,0.0947468907199956,-18.84999999999999,0.0,0.0,Middle South,Mixed,0.85
OK-5,Likely R,R+13.3,-13.264266666666666,0.0987927429440842,-18.26,0.0,0.0,Great Plains,Mixed,0.85
MN-6,Likely R,R+13.1,-13.137566666666668,0.1006888109059434,-19.07,0.0,0.0,Midwest,Exurban,0.85
NY-11,Likely R,R+13.1,-13.115333333333334,0.1010248479287857,-19.36,0.0,0.0,Mid-Atlantic,Suburban,0.85
NC-14,Likely R,R+13.0,-13.028733333333332,0.1023432354484947,-15.4,-2.0,0.0,Mid-Atlantic,Rural,0.85
NC-9,Likely R,R+12.8,-12.828733333333336,0.1054463843167262,-15.200000000000005,-2.0,0.0,Mid-Atlantic,Rural,0.85
OH-8,Likely R,R+12.6,-12.646500000000003,0.1083458410861841,-15.330000000000002,-2.0,0.0,Midwest,Rural,0.85
TN-9,Likely R,R+12.6,-12.612033333333333,0.1089020445813049,-17.919999999999998,0.0,0.0,Middle South,Mixed,0.85
AZ-5,Likely R,R+12.6,-12.605333333333332,0.1090104559174428,-18.85,0.0,0.0,Southwest,Suburban,0.85
MO-5,Likely R,R+12.4,-12.386500000000002,0.1126037427614851,-17.07,0.0,0.0,Midwest,Rural,0.85
IN-5,Likely R,R+11.9,-11.9331,0.1203785800308789,-16.49,-2.0,0.0,Midwest,Suburban,0.85
AR-2,Likely R,R+11.9,-11.854266666666668,0.1217767789739285,-14.85,-2.0,0.0,Middle South,Rural,0.85
FL-2,Likely R,R+11.8,-11.810966666666666,0.1225506902722753,-15.87,0.0,0.0,Deep South,Rural,0.85
FL-15,Likely R,R+11.7,-11.732033333333336,0.1239723726553738,-17.040000000000003,0.0,0.0,Southeast,Mixed,0.85
MD-1,Likely R,R+11.7,-11.708733333333331,0.1243947313877995,-16.08,0.0,0.0,Mid-Atlantic,Rural,0.85
WI-6,Likely R,R+11.5,-11.476499999999998,0.1286722190620983,-16.159999999999997,0.0,0.0,Midwest,Rural,0.85
WI-8,Likely R,R+11.3,-11.3065,0.1318823892709038,-15.989999999999998,0.0,0.0,Midwest,Rural,0.85
TX-9,Likely R,R+10.8,-10.819800000000004,0.1414498326546338,-16.44,0.0,0.0,Urban South,Mixed,0.85
GA-1,Likely R,R+10.6,-10.638733333333333,0.1451544796786857,-15.009999999999998,0.0,0.0,Southeast,Rural,0.85
TX-15,Lean R,R+10.2,-10.18426666666667,0.1548080527684076,-13.18,-2.0,0.0,Southwest,Rural,0.85
AZ-8,Lean R,R+10.2,-10.182033333333337,0.154856761519735,-15.49,0.0,0.0,Southwest,Mixed,0.85
NC-7,Lean R,R+10.0,-9.964266666666669,0.1596665618325798,-12.96,-2.0,0.0,Mid-Atlantic,Rural,0.85
GA-12,Lean R,R+9.9,-9.934266666666666,0.1603385697206648,-12.93,-2.0,0.0,Southeast,Rural,0.85
TX-32,Lean R,R+9.8,-9.799799999999998,0.1633787956677489,-15.419999999999996,0.0,0.0,Urban South,Mixed,0.85
NE-1,Lean R,R+9.8,-9.7865,0.1636820094600445,-12.47,-2.0,0.0,Great Plains,Rural,0.85
TX-24,Lean R,R+9.7,-9.738633333333333,0.1647770213153187,-14.919999999999998,-2.0,0.0,Urban South,Suburban,0.85
KY-6,Lean R,R+9.1,-9.116500000000002,0.1795474342674193,-13.8,0.0,0.0,Appalachia,Rural,0.85
NC-3,Lean R,R+9.0,-9.014266666666664,0.1820711544458855,-12.009999999999998,-2.0,0.0,Mid-Atlantic,Rural,0.85
FL-18,Lean R,R+8.9,-8.927566666666666,0.1842329603722546,-14.859999999999998,0.0,0.0,Southeast,Mixed,0.85
FL-8,Lean R,R+8.5,-8.547566666666665,0.1939423299283765,-14.479999999999997,0.0,0.0,Southeast,Mixed,0.85
FL-9,Lean R,R+8.5,-8.497566666666668,0.1952483926460073,-14.43,0.0,0.0,Southeast,Mixed,0.85
NV-2,Lean R,R+8.1,-8.104266666666664,0.2057541381531835,-13.099999999999998,0.0,0.0,Mountain West,Rural,0.85
MN-8,Lean R,R+8.1,-8.062033333333336,0.2069068115769432,-13.37,0.0,0.0,Midwest,Rural,0.85
FL-21,Lean R,R+8.0,-8.047566666666668,0.2073027457961247,-13.98,0.0,0.0,Southeast,Mixed,0.85
SC-2,Lean R,R+8.0,-7.984266666666666,0.2090417634247547,-12.98,0.0,0.0,Southeast,Rural,0.85
FL-11,Lean R,R+7.9,-7.937566666666669,0.2103315999630971,-13.87,0.0,0.0,Southeast,Mixed,0.85
TX-23,Lean R,R+7.5,-7.454266666666665,0.2240223703007637,-12.449999999999998,0.0,0.0,Southwest,Rural,0.85
NJ-2,Lean R,R+7.3,-7.324266666666666,0.2278113324380518,-10.32,-2.0,0.0,Mid-Atlantic,Rural,0.85
NC-11,Lean R,R+7.3,-7.266500000000001,0.2295094237338387,-9.95,-2.0,0.0,Appalachia,Rural,0.85
FL-26,Lean R,R+7.2,-7.20756666666667,0.231250947821254,-13.140000000000002,0.0,0.0,Southeast,Mixed,0.85
AZ-2,Lean R,R+6.9,-6.867566666666669,0.241477814434809,-12.8,0.0,0.0,Southwest,Mixed,0.85
FL-12,Lean R,R+6.5,-6.517566666666665,0.2523229891736419,-12.449999999999998,0.0,0.0,Southeast,Mixed,0.85
OH-7,Lean R,R+6.3,-6.335333333333333,0.2580958768995546,-10.579999999999998,-2.0,0.0,Midwest,Mixed,0.85
CA-40,Lean R,R+6.3,-6.293099999999999,0.2594459935218455,-10.849999999999998,-2.0,0.0,Pacific,Suburban,0.85
AK-AL,Lean R,R+6.2,-6.237566666666668,0.2612282537134955,-12.17,0.0,0.0,Northwest,Mixed,0.85
FL-13,Lean R,R+6.1,-6.067566666666666,0.2667331218237738,-11.999999999999998,0.0,0.0,Southeast,Mixed,0.85
VA-5,Lean R,R+6.0,-6.0042666666666635,0.268801631414234,-10.999999999999996,0.0,0.0,Mid-Atlantic,Rural,0.85
MO-2,Lean R,R+5.9,-5.932033333333334,0.2711744183825932,-11.24,0.0,0.0,Midwest,Rural,0.85
MN-1,Lean R,R+5.9,-5.85203333333333,0.273817628387565,-11.159999999999997,0.0,0.0,Midwest,Rural,0.85
FL-4,Lean R,R+5.3,-5.27426666666667,0.2933758326207656,-10.270000000000003,0.0,0.0,Southeast,Rural,0.85
FL-16,Lean R,R+5.2,-5.243566666666666,0.2944376709284599,-11.175999999999998,0.0,0.0,Southeast,Mixed,0.85
MT-1,Lean R,R+5.2,-5.214266666666666,0.2954531721296443,-10.21,0.0,0.0,Mountain West,Rural,0.85
WA-5,Lean R,R+5.2,-5.1642666666666655,0.2971907955787374,-10.159999999999998,0.0,0.0,Northwest,Rural,0.85
SC-1,Lean R,R+4.9,-4.910866666666669,0.3060868809238552,-11.78,0.0,0.0,Southeast,Suburban,0.85
OH-15,Lean R,R+4.7,-4.6631,0.3149272594709298,-9.22,-2.0,0.0,Midwest,Exurban,0.85
CO-5,Lean R,R+4.4,-4.404266666666666,0.3243078301602041,-9.4,0.0,0.0,Mountain West,Rural,0.85
FL-7,Lean R,R+4.4,-4.397566666666668,0.3245525758432875,-10.33,0.0,0.0,Southeast,Mixed,0.85
FL-27,Lean R,R+4.3,-4.277566666666667,0.3289522313808409,-10.21,0.0,0.0,Southeast,Mixed,0.85
CO-3,Lean R,R+4.3,-4.254266666666665,0.3298100174077711,-9.249999999999998,0.0,0.0,Mountain West,Rural,0.85
NY-2,Lean R,R+4.2,-4.205333333333334,0.3316151791940334,-10.45,0.0,0.0,Mid-Atlantic,Exurban,0.85
ME-2,Lean R,R+3.8,-3.7965000000000018,0.3468872454244597,-8.48,0.0,0.0,Northeast,Rural,0.85
PA-8,Tilt R,R+3.2,-3.1998,0.3697475448584532,-6.8199999999999985,-2.0,0.0,Northeast,Mixed,0.85
NC-1,Tilt R,R+3.2,-3.194266666666665,0.3699624800696953,-10.189999999999998,2.0,0.0,Mid-Atlantic,Rural,0.85
IA-1,Tilt R,R+2.6,-2.575333333333333,0.3943120730055671,-6.8199999999999985,-2.0,0.0,Midwest,Mixed,0.85
FL-14,Tilt R,R+2.3,-2.257566666666669,0.4070289871687045,-8.190000000000001,0.0,0.0,Southeast,Mixed,0.85
IA-2,Tilt R,R+2.1,-2.0753333333333366,0.4143797085417172,-8.320000000000002,0.0,0.0,Midwest,Mixed,0.85
OH-10,Tilt R,R+1.9,-1.948633333333336,0.4195131630323803,-7.130000000000001,-2.0,0.0,Midwest,Suburban,0.85
TX-35,Tilt R,R+1.6,-1.605333333333336,0.433507300719702,-7.850000000000001,0.0,0.0,Urban South,Mixed,0.85
NY-1,Tilt R,R+1.4,-1.3653333333333355,0.4433553294023095,-7.610000000000001,0.0,0.0,Mid-Atlantic,Exurban,0.85
OH-9,Toss-Up,R+1.1,-1.115333333333334,0.4536611363738687,-9.36,2.0,0.0,Midwest,Mixed,0.85
FL-22,Toss-Up,R+0.8,-0.7575666666666665,0.4684765896038415,-6.689999999999999,0.0,0.0,Southeast,Mixed,0.85
WI-3,Toss-Up,R+0.3,-0.3453333333333326,0.4856150818988458,-6.589999999999998,0.0,0.0,Midwest,Mixed,0.85
PA-10,Toss-Up,R+0.3,-0.3130999999999986,0.4869571262867663,-4.869999999999997,-2.0,0.0,Mid-Atlantic,Mixed,0.85
TX-34,Toss-Up,D+0.8,0.7957333333333327,0.5331070440798318,-6.2,2.0,0.0,Southwest,Rural,0.85
VA-1,Toss-Up,D+0.8,0.8046666666666678,0.5334776160311764,-5.439999999999998,0.0,0.0,Mid-Atlantic,Exurban,0.85
MI-4,Toss-Up,D+1.1,1.054666666666666,0.5438316439731498,-5.1899999999999995,0.0,0.0,Midwest,Mixed,0.85
FL-25,Tilt D,D+1.6,1.646899999999996,0.5681932239436999,-4.910000000000003,0.0,0.0,Southeast,Mixed,0.85
IA-3,Tilt D,D+1.7,1.6691333333333302,0.5691021501090336,-3.200000000000002,-2.0,0.0,Midwest,Mixed,0.85
MI-10,Tilt D,D+2.0,2.019133333333333,0.5833454825607467,-4.85,0.0,0.0,Midwest,Mixed,0.85
TX-28,Tilt D,D+3.3,3.290199999999997,0.6337565622370921,-4.330000000000002,2.0,0.0,Southwest,Rural,0.85
WA-3,Tilt D,D+3.3,3.299133333333332,0.6341020781464101,-3.5700000000000003,0.0,0.0,Northwest,Exurban,0.85
PA-7,Tilt D,D+3.4,3.4336,0.6392860319750001,-2.059999999999999,-2.0,0.0,Mid-Atlantic,Suburban,0.85
WI-1,Lean D,D+4.1,4.055833333333332,0.662839147096181,-3.75,0.0,0.0,Midwest,Suburban,0.85
NJ-7,Lean D,D+5.7,5.7336,0.7222399875306853,0.2400000000000003,-2.0,0.0,Mid-Atlantic,Suburban,0.85
AZ-1,Lean D,D+5.8,5.7736,0.7235753999573923,-1.72,0.0,0.0,Southwest,Suburban,0.85
NM-2,Lean D,D+6.1,6.060199999999998,0.7330266725751895,0.4399999999999997,0.0,0.0,Southwest,Rural,0.85
AZ-6,Lean D,D+6.1,6.096899999999997,0.7342219880287905,-0.4600000000000016,0.0,0.0,Southwest,Mixed,0.85
VA-2,Lean D,D+7.0,7.0169000000000015,0.763051613101381,0.4600000000000029,0.0,0.0,Mid-Atlantic,Mixed,0.85
MI-8,Lean D,D+7.0,7.035833333333331,0.7636216760236357,-0.7700000000000017,0.0,0.0,Midwest,Suburban,0.85
PA-1,Lean D,D+7.1,7.083599999999999,0.7650556682102283,1.5899999999999983,-2.0,0.0,Mid-Atlantic,Suburban,0.85
CA-22,Lean D,D+7.1,7.147966666666665,0.7669784521168329,3.84,-2.0,0.0,Pacific,Rural,0.85
MI-7,Lean D,D+7.2,7.165833333333332,0.7675102248702899,-0.6400000000000003,0.0,0.0,Midwest,Suburban,0.85
CO-8,Lean D,D+7.6,7.5836,0.7797024660321068,0.0899999999999998,0.0,0.0,Mountain West,Suburban,0.85
NY-3,Lean D,D+7.9,7.873599999999998,0.7878922040439277,0.3799999999999985,0.0,0.0,Mid-Atlantic,Suburban,0.85
NV-3,Lean D,D+8.1,8.076899999999997,0.793499487523704,1.5199999999999985,0.0,0.0,Mountain West,Mixed,0.85
