retention_level,race_id,district_dna_elasticity_original,district_elasticity_used,elasticity_source,selected_regime_reliability,selected_regime_scorable_elections,layer_2_environment_component,layer_3_environment_component,layer_2_margin_dem,layer_3_margin_dem,layer_3_minus_layer_2_margin,actual_dem_margin,scored
0.6,NC-3,0.855315202538705,0.9108391288261317,district_dna_behavior_model,low,2,-2.136666666666667,-1.946159605258502,-29.536666666666665,-29.3461596052585,0.19050706140816587,-33.805816037091496,True
0.6,NC-4,1.0814416285952797,1.0461658374297447,district_dna_behavior_model,low,2,-2.136666666666667,-2.235307672641555,32.96333333333333,32.86469232735845,-0.09864100597488346,33.81350261645363,True
0.6,NC-5,1.3102849549007918,1.1831184911946762,district_dna_behavior_model,low,2,-2.136666666666667,-2.5279298428526253,-25.436666666666667,-25.827929842852626,-0.3912631761859586,-26.305359793621285,True
0.6,NC-6,1.2658460630449329,1.1565237712686616,district_dna_behavior_model,low,2,-2.136666666666667,-2.471105791277374,12.263333333333334,11.928894208722626,-0.33443912461070724,8.848716978509486,True
0.6,NC-7,1.198229097780246,1.1160579950451188,district_dna_behavior_model,low,2,-2.136666666666667,-2.384643916079738,-16.836666666666666,-17.084643916079738,-0.2479772494130721,-15.416735556814144,True
0.6,NC-8,1.2430538771725694,1.1428836516692964,district_dna_behavior_model,low,2,-2.136666666666667,-2.441961402400064,-38.23666666666667,-38.54196140240006,-0.3052947357333906,-39.82142178654204,True
0.6,NC-9,1.2472290016446046,1.1453822798157898,district_dna_behavior_model,low,2,-2.136666666666667,-2.4473001378730714,-12.136666666666667,-12.447300137873071,-0.3106334712064047,-13.002514452730438,True
0.6,NC-10,1.4056924195836982,1.2402156575759418,district_dna_behavior_model,low,2,-2.136666666666667,-2.6499274550205962,-43.63666666666667,-44.149927455020595,-0.5132607883539251,-45.30344099892993,True
0.6,NC-11,1.0422264616045265,1.022697286810756,district_dna_behavior_model,low,2,-2.136666666666667,-2.1851632028189827,-12.336666666666666,-12.385163202818982,-0.04849653615231553,-9.282459433426364,True
0.6,NC-12,1.073666782610399,1.0415129344701821,district_dna_behavior_model,low,2,-2.136666666666667,-2.225365969984623,30.063333333333333,29.974634030015377,-0.08869930331795572,25.492613037497545,True
0.6,NC-13,1.1708430004268875,1.0996686217155243,district_dna_behavior_model,low,2,-2.136666666666667,-2.3496252883988373,-0.4366666666666672,-0.6496252883988374,-0.21295862173217017,3.185191060985195,True
0.6,NC-14,1.4969365719777596,1.294821264882208,characteristics_model_sparse_history_fallback,no_scorable_history,0,-2.136666666666667,-2.766601435964985,14.263333333333332,13.633398564035014,-0.6299347692983179,15.411713585151618,True
0.6,ND-AL,1.290396899277418,1.1712163656670593,characteristics_model_sparse_history_fallback,insufficient_single_cycle,1,-2.136666666666667,-2.502498967975284,-37.63666666666667,-38.002498967975285,-0.36583230130861466,-62.19937464897354,False
0.6,NE-1,1.0116632935560752,1.0044065765712495,district_dna_behavior_model,high,5,-2.136666666666667,-2.1460820519405703,-15.236666666666666,-15.24608205194057,-0.009415385273904064,-15.821029283265744,True
0.6,NE-2,0.876586301060832,0.923568944626884,district_dna_behavior_model,high,5,-2.136666666666667,-1.9733589783527758,2.163333333333332,2.326641021647224,0.16330768831389175,-2.6682462295530143,True
0.6,NE-3,0.5381993831039209,0.7210592749690238,district_dna_behavior_model,high,4,-2.136666666666667,-1.5406633175171478,-55.93666666666667,-55.34066331751715,0.5960033491495196,-62.50861474844935,True
0.6,NH-1,1.036519102896384,1.019281683945305,district_dna_behavior_model,high,5,-2.136666666666667,-2.177865198029802,5.763333333333334,5.722134801970198,-0.04119853136313534,8.117769274943381,True
0.6,NH-2,0.4422806238346661,0.6636561212924916,district_dna_behavior_model,high,5,-2.136666666666667,-1.4180119124949575,8.663333333333334,9.381988087505043,0.718654754171709,11.722651373283396,True
0.6,NJ-1,1.3868427484620605,1.2289349594477468,district_dna_behavior_model,high,5,-2.136666666666667,-2.625824363353353,24.263333333333332,23.774175636646646,-0.48915769668668574,27.141287452430724,True
