retention_level,race_id,actual_dem_margin,actual_winner,layer_2_margin_dem,layer_3_margin_dem,layer_2_dem_probability,layer_3_dem_probability,probability_change_dem,margin_change_dem,layer_2_correct_winner,layer_3_correct_winner,winner_call_changed,characteristics_elasticity,district_elasticity
0.0,CA-48,-20.722290729020383,R,-16.436666666666667,-16.436666666666667,0.07386930720300176,0.07386930720300176,0.0,0.0,True,True,False,1.156553941713217,1.0
0.0,CA-49,5.260596088916311,D,11.263333333333334,11.263333333333334,0.8497728393184043,0.8497728393184043,0.0,0.0,True,True,False,1.0707778393924794,1.0
0.0,CA-50,25.684292813669103,D,32.96333333333334,32.96333333333334,0.9937647513459478,0.9937647513459478,0.0,0.0,True,True,False,1.0111956318881072,1.0
0.0,CA-51,23.726573762614127,D,25.163333333333334,25.163333333333334,0.979593456804155,0.979593456804155,0.0,0.0,True,True,False,0.8471758602670554,1.0
0.0,CA-52,33.344811145838854,D,36.76333333333333,36.76333333333333,0.9965153517404287,0.9965153517404287,0.0,0.0,True,True,False,1.2291643208227176,1.0
0.0,CO-1,62.77033147450958,D,61.16333333333333,61.16333333333333,0.9999180847603694,0.9999180847603694,0.0,0.0,True,True,False,0.5522854196509811,1.0
0.0,CO-2,41.9697912217384,D,39.76333333333333,39.76333333333333,0.9978007471110668,0.9978007471110668,0.0,0.0,True,True,False,0.7921119174145143,1.0
0.0,CO-3,-0.1668270773179339,R,-12.436666666666667,-12.436666666666667,0.12860683241440454,0.12860683241440454,0.0,0.0,True,True,False,0.8899691140302157,1.0
0.0,CO-4,-24.37287208085458,R,-22.736666666666668,-22.736666666666668,0.029370652314861016,0.029370652314861016,0.0,0.0,True,True,False,1.072563473979234,1.0
0.0,CO-5,-15.667496510339468,R,-14.236666666666666,-14.236666666666666,0.10062888536385475,0.10062888536385475,0.0,0.0,True,True,False,0.8405919847153063,1.0
0.0,CO-6,23.17180459831526,D,23.663333333333334,23.663333333333334,0.974431991353693,0.974431991353693,0.0,0.0,True,True,False,0.8209886777426266,1.0
0.0,CO-7,14.981806980728877,D,12.063333333333333,12.063333333333333,0.8648180437678041,0.8648180437678041,0.0,0.0,True,True,False,0.808721266243503,1.0
0.0,CO-8,0.690060507143733,D,2.4633333333333325,2.4633333333333325,0.5936257069923732,0.5936257069923732,0.0,0.0,True,True,False,1.1961216602721343,1.0
0.0,CT-1,21.879522616670695,D,27.963333333333335,27.963333333333335,0.9866401478812667,0.9866401478812667,0.0,0.0,True,True,False,0.8873493824964515,1.0
