retention_level,race_id,characteristics_elasticity_original,district_elasticity_used,layer_2_environment_component,layer_3_environment_component,layer_2_margin_dem,layer_3_margin_dem,layer_3_minus_layer_2_margin,scored
0.0,FL-11,0.8596358322477317,1.0,-2.136666666666667,-2.136666666666667,-15.036666666666667,-15.036666666666667,0.0,True
0.0,FL-12,0.9404701068878808,1.0,-2.136666666666667,-2.136666666666667,-32.836666666666666,-32.836666666666666,0.0,True
0.0,FL-13,0.8364142083941285,1.0,-2.136666666666667,-2.136666666666667,-8.936666666666667,-8.936666666666667,0.0,True
0.0,FL-14,0.9270770465679696,1.0,-2.136666666666667,-2.136666666666667,18.963333333333335,18.963333333333335,0.0,True
0.0,FL-15,0.9803719870031216,1.0,-2.136666666666667,-2.136666666666667,-5.336666666666668,-5.336666666666668,0.0,True
0.0,FL-16,0.957693071528072,1.0,-2.136666666666667,-2.136666666666667,-13.036666666666667,-13.036666666666667,0.0,True
0.0,FL-17,0.8636467643779484,1.0,-2.136666666666667,-2.136666666666667,-20.136666666666667,-20.136666666666667,0.0,True
0.0,FL-18,0.9313607596955568,1.0,-2.136666666666667,-2.136666666666667,-26.936666666666667,-26.936666666666667,0.0,False
0.0,FL-19,1.0225364444536715,1.0,-2.136666666666667,-2.136666666666667,-23.136666666666667,-23.136666666666667,0.0,True
0.0,FL-20,0.3973783388207926,1.0,-2.136666666666667,-2.136666666666667,52.26333333333333,52.26333333333333,0.0,True
0.0,FL-21,0.9139237503466088,1.0,-2.136666666666667,-2.136666666666667,-13.536666666666667,-13.536666666666667,0.0,True
0.0,FL-22,1.0283242101050358,1.0,-2.136666666666667,-2.136666666666667,17.463333333333335,17.463333333333335,0.0,True
0.0,FL-23,0.5221104094200731,1.0,-2.136666666666667,-2.136666666666667,11.063333333333333,11.063333333333333,0.0,True
0.0,FL-24,0.4703536236808434,1.0,-2.136666666666667,-2.136666666666667,48.96333333333333,48.96333333333333,0.0,True
0.0,FL-25,1.0396164176699074,1.0,-2.136666666666667,-2.136666666666667,19.763333333333332,19.763333333333332,0.0,True
0.0,FL-26,1.417718505583624,1.0,-2.136666666666667,-2.136666666666667,-22.436666666666667,-22.436666666666667,0.0,True
0.0,FL-27,1.3558411866367972,1.0,-2.136666666666667,-2.136666666666667,-4.436666666666667,-4.436666666666667,0.0,True
0.0,FL-28,1.3925892208040087,1.0,-2.136666666666667,-2.136666666666667,-10.436666666666667,-10.436666666666667,0.0,True
0.0,GA-1,0.8766338700236233,1.0,-2.136666666666667,-2.136666666666667,-17.53666666666667,-17.53666666666667,0.0,True
0.0,GA-2,0.7186194678809991,1.0,-2.136666666666667,-2.136666666666667,10.163333333333334,10.163333333333334,0.0,True
0.0,GA-3,0.9112491556099463,1.0,-2.136666666666667,-2.136666666666667,-34.23666666666667,-34.23666666666667,0.0,True
0.0,GA-4,0.3032515274539062,1.0,-2.136666666666667,-2.136666666666667,57.56333333333333,57.56333333333333,0.0,True
0.0,GA-5,0.2942521909749185,1.0,-2.136666666666667,-2.136666666666667,66.36333333333333,66.36333333333333,0.0,True
0.0,GA-6,0.39827162612623,1.0,-2.136666666666667,-2.136666666666667,-17.03666666666667,-17.03666666666667,0.0,True
0.0,GA-7,1.1998157120731188,1.0,-2.136666666666667,-2.136666666666667,25.663333333333334,25.663333333333334,0.0,True
0.0,GA-8,0.8620383931875538,1.0,-2.136666666666667,-2.136666666666667,-31.736666666666668,-31.736666666666668,0.0,True
0.0,GA-9,0.9690088923784392,1.0,-2.136666666666667,-2.136666666666667,-42.03666666666667,-42.03666666666667,0.0,True
