race_id,state,district,region,district_type,dra_population_dataset,dra_data_status,total_population,voting_age_population,white_population_share,black_population_share,hispanic_population_share,asian_population_share,native_population_share,pacific_population_share,white_vap_share,black_vap_share,hispanic_vap_share,asian_vap_share,native_vap_share,pacific_vap_share,pres_2020_margin_dem,pres_2024_margin_dem,dra_composite_margin_dem,dra_composite_dem_two_party_share,dra_map_year,dra_source_zip,dra_data_available,presidential_margin_average_2020_2024_dem,presidential_swing_2020_to_2024_dem,presidential_margin_range_2020_2024,presidential_average_absolute_margin,presidential_baseline_competitiveness,presidential_party_lean,presidential_trend_direction,dra_composite_minus_presidential_average_dem,dra_composite_absolute_margin,dra_composite_competitiveness,structural_profile_version,structural_profile_stage,political_baseline_method,demographic_source,structural_profile_notes
SC-5,SC,5,Southeast,Rural,2020 Census,available,731204.0,562685.0,64.12984611681556,25.795400462798344,5.446496463367268,2.5761620560062584,2.285408723147029,0.1425046908933758,66.49386424020544,24.662822005207175,4.528643912668723,2.255791428596817,2.1041968419275436,0.1210268622764068,-18.199999999999996,-22.8,-18.595981700163705,40.70200914991815,2022.0,SC-2022-Congressional-district-data.zip,True,-20.5,-4.600000000000005,4.600000000000005,20.5,79.5,Republican,Republican,1.9040182998362951,18.595981700163705,81.4040182998363,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
SC-6,SC,6,Southeast,Rural,2020 Census,available,731204.0,586760.0,41.583607310682105,49.03392213390518,6.238888189889552,2.1706664624372953,1.710466572939973,0.2014485697561829,44.55330970072943,46.89021064830595,5.316654168654987,2.119946826641216,1.620594450882814,0.1755402549594382,32.099999999999994,22.8,31.846013775081143,65.92300688754057,2022.0,SC-2022-Congressional-district-data.zip,True,27.449999999999996,-9.299999999999994,9.299999999999994,27.449999999999996,72.55000000000001,Democratic,Republican,4.396013775081148,31.846013775081143,68.15398622491885,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
SC-7,SC,7,Southeast,Rural,2020 Census,available,731203.0,588740.0,63.85627520674833,27.59712419123007,4.951292595900181,1.534457599326042,2.162190253595787,0.1397696672469888,67.1292930665489,25.389645684003124,4.019091619390563,1.3919557020076774,1.9961273227570744,0.1177090056731324,-18.59999999999999,-26.4,-18.56732578928053,40.716337105359734,2022.0,SC-2022-Congressional-district-data.zip,True,-22.499999999999993,-7.800000000000008,7.800000000000008,22.499999999999993,77.5,Republican,Republican,3.932674210719462,18.56732578928053,81.43267421071947,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
SD-AL,SD,AL,Great Plains,Rural,Unknown,at_large_state_fallback_pending,,,,,,,,,,,,,,,-26.199999999999996,-29.2,,,,,False,-27.699999999999996,-3.0000000000000036,3.0000000000000036,27.699999999999996,72.30000000000001,Republican,Republican,,,,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,DRA unavailable for at-large district,At-large district retained without DRA demographic or composite-election data; future state-level fallback pending.
TN-1,TN,1,Appalachia,Rural,2020 Census,available,767871.0,616550.0,87.87478625967123,3.2492436880673967,4.861754122762807,1.203196891144476,2.5435261912482696,0.1324441214735287,89.58511069661827,2.7415456978347255,3.7604411645446434,1.081988484307842,2.4607898791663287,0.1111021003973724,-54.3,-57.8,-54.27611058514425,22.86194470742787,2026.0,TN-2026-Congressional-district-data.zip,True,-56.05,-3.5,3.5,56.05,43.95,Republican,Republican,1.773889414855745,54.27611058514425,45.72388941485575,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TN-2,TN,2,Appalachia,Rural,2020 Census,available,767871.0,609512.0,82.12434119793559,7.258510869664305,5.411325600263586,2.4007938833475935,2.6137202733271603,0.1332255027211601,84.2985864101117,6.3011064589376415,4.341834123036134,2.2408090406751633,2.5179159721219597,0.1110724645290002,-29.300000000000004,-33.800000000000004,-29.34878461235203,35.32560769382398,2026.0,TN-2026-Congressional-district-data.zip,True,-31.550000000000004,-4.5,4.5,31.550000000000004,68.44999999999999,Republican,Republican,2.2012153876479736,29.34878461235203,70.65121538764797,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TN-3,TN,3,Appalachia,Rural,2020 Census,available,767871.0,606482.0,77.57748371796825,11.463123363169077,5.982905982905983,2.042791041724456,2.928095995290876,0.1397370131180888,79.901464511725,10.4416948895433,4.780026447610976,1.884309839368687,2.8436128359951325,0.111462500123664,-31.700000000000003,-35.7,-31.211638850851156,34.39418057457442,2026.0,TN-2026-Congressional-district-data.zip,True,-33.7,-4.0,4.0,33.7,66.3,Republican,Republican,2.4883611491488473,31.211638850851156,68.78836114914884,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TN-4,TN,4,Middle South,Rural,2020 Census,available,767871.0,586518.0,64.16286068883966,16.66074119220546,13.151167318468858,4.041824733581552,2.45952770712789,0.1625272995073391,67.34695269369396,15.592530834518293,11.12855871431056,3.73611722061386,2.457384087103891,0.1430476132019818,-15.4,-23.90000000000001,-13.262624176376011,43.368687911812,2026.0,TN-2026-Congressional-district-data.zip,True,-19.650000000000006,-8.500000000000009,8.500000000000009,19.650000000000006,80.35,Republican,Republican,6.387375823623994,13.262624176376011,86.73737582362399,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TN-5,TN,5,Middle South,Mixed,2020 Census,available,767871.0,586652.0,61.2574247497301,29.28291340602783,5.616177717350961,1.8936774536347905,2.0439631135959035,0.2078474118699625,63.62460197868583,27.872912731909206,4.713015552661544,1.7422594655775483,2.008686580800884,0.176254406360159,-12.700000000000005,-23.1,-10.607956539652989,44.696021730173506,2026.0,TN-2026-Congressional-district-data.zip,True,-17.900000000000002,-10.399999999999997,10.399999999999997,17.900000000000002,82.1,Republican,Republican,7.2920434603470135,10.607956539652989,89.39204346034701,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TN-6,TN,6,Middle South,Mixed,2020 Census,available,767871.0,614497.0,76.86877092636654,11.655343150086408,6.640177842371961,2.4923457195284104,2.356124922024663,0.1304906683544501,79.04676507777906,10.613558731775743,5.479440908580514,2.427839354789364,2.299767126609243,0.1174944710877351,-20.1,-26.5,-17.439540997934774,41.280229501032615,2026.0,TN-2026-Congressional-district-data.zip,True,-23.3,-6.399999999999999,6.399999999999999,23.3,76.7,Republican,Republican,5.860459002065227,17.439540997934774,82.56045900206523,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TN-7,TN,7,Middle South,Mixed,2020 Census,available,767871.0,593732.0,72.46217138034905,15.563681920530923,6.970181189288305,2.7242857198670087,2.4026171062587336,0.2727020554233719,74.91123941441593,14.370119852054462,5.787628088093618,2.4927071473324665,2.3316917397074772,0.2139012214265022,-18.1,-22.4,-16.941301158259403,41.5293494208703,2026.0,TN-2026-Congressional-district-data.zip,True,-20.25,-4.299999999999997,4.299999999999997,20.25,79.75,Republican,Republican,3.308698841740597,16.941301158259403,83.0586988417406,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TN-8,TN,8,Middle South,Mixed,2020 Census,available,767871.0,590123.0,60.00916820663888,27.992722735980394,7.004822424599966,3.287661599409276,1.8453620464895797,0.1333557329290987,62.83351097991436,26.568867846194777,5.7015232417648525,3.092406159393889,1.8158926189963789,0.1226862874349923,-15.700000000000005,-20.199999999999996,-18.386366295676833,40.80681685216158,2026.0,TN-2026-Congressional-district-data.zip,True,-17.95,-4.499999999999991,4.499999999999991,17.95,82.05,Republican,Republican,-0.4363662956768337,18.386366295676833,81.61363370432316,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TN-9,TN,9,Middle South,Mixed,2020 Census,available,767872.0,580407.0,55.82297570428405,32.64385210035006,6.766101641940323,3.183343057176196,1.8309041090181697,0.1212441656942823,58.23448028710887,31.667777955813765,5.595728514645757,2.8481737815016013,1.7930521168766056,0.1064770066522285,-10.5,-21.1,-9.087710235418747,45.45614488229062,2026.0,TN-2026-Congressional-district-data.zip,True,-15.8,-10.600000000000001,10.600000000000001,15.8,84.2,Republican,Republican,6.712289764581254,9.087710235418747,90.91228976458126,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-1,TX,1,Middle South,Rural,2020 Census,available,766987.0,585465.0,59.520174396697726,19.555220623035332,17.12806084066614,1.625320898528919,2.7737106365557693,0.1335094336670634,63.141263781780296,18.60726089518588,14.302989931080424,1.5136686223770848,2.7221097759900252,0.1228083659996754,-43.8,-49.4,-45.99828815557947,27.000855922210263,2026.0,TX-2026-Congressional-district-data.zip,True,-46.599999999999994,-5.600000000000001,5.600000000000001,46.599999999999994,53.400000000000006,Republican,Republican,0.601711844420521,45.99828815557947,54.00171184442053,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-2,TX,2,Urban South,Mixed,2020 Census,available,766987.0,565217.0,49.189621206096064,13.241945430626595,28.58875052641049,7.419421711189368,2.8193437437661917,0.3199532716982165,52.66189799669861,12.293508510890508,25.798764014528935,7.298612745193439,2.747263440413151,0.2977617446042847,-21.5,-22.8,-26.657743886208305,36.671128056895846,2026.0,TX-2026-Congressional-district-data.zip,True,-22.15,-1.3000000000000007,1.3000000000000007,22.15,77.85,Republican,Republican,-4.507743886208306,26.657743886208305,73.34225611379169,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-3,TX,3,Middle South,Rural,2020 Census,available,766987.0,559537.0,54.18957557298885,12.281824854919314,19.498635570094407,11.867085100529737,3.04959536471935,0.2309035224847357,57.76436589537421,11.371187249458034,17.22692154406232,11.152077521236308,2.960662118858985,0.2065993848485444,-17.4,-23.3,-23.17222995763311,38.41388502118345,2026.0,TX-2026-Congressional-district-data.zip,True,-20.35,-5.900000000000002,5.900000000000002,20.35,79.65,Republican,Republican,-2.822229957633109,23.17222995763311,76.8277700423669,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-4,TX,4,Middle South,Rural,2020 Census,available,766987.0,576718.0,57.39106399456575,10.472276583566606,12.347666909608638,17.07225806956311,3.083624624667693,0.2075654476542627,60.74407249296883,9.857677409063008,10.934113379502634,15.60450688204634,2.8736748289458625,0.1799839783048214,-17.900000000000006,-24.6,-23.40777094964211,38.29611452517894,2026.0,TX-2026-Congressional-district-data.zip,True,-21.250000000000004,-6.699999999999996,6.699999999999996,21.250000000000004,78.75,Republican,Republican,-2.1577709496421065,23.40777094964211,76.59222905035789,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-5,TX,5,Middle South,Rural,2020 Census,available,766987.0,575347.0,47.21605450939846,17.532761311469425,29.813934264857163,3.866819124704852,3.1222171953370785,0.1649310874890969,51.395766380984,16.522203122637297,26.238426549543146,3.8243008132483527,3.073101971505891,0.152777367397414,-16.200000000000003,-21.5,-19.36790751935518,40.31604624032241,2026.0,TX-2026-Congressional-district-data.zip,True,-18.85,-5.299999999999997,5.299999999999997,18.85,81.15,Republican,Republican,-0.5179075193551803,19.36790751935518,80.63209248064481,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-6,TX,6,Middle South,Rural,2020 Census,available,766987.0,576920.0,46.836908578633015,13.695408135991874,31.68776002722341,5.848599780700325,3.2875394237451223,0.4073080769295959,50.71292380226028,12.874748665326216,28.205470429175623,5.878284684184982,3.1768702766414756,0.3487485266588088,-19.5,-22.8,-23.885896279685735,38.05705186015713,2026.0,TX-2026-Congressional-district-data.zip,True,-21.15,-3.3000000000000007,3.3000000000000007,21.15,78.85,Republican,Republican,-2.7358962796857362,23.885896279685735,76.11410372031426,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-7,TX,7,Urban South,Suburban,2020 Census,available,766987.0,592451.0,28.151585359334643,17.37760874695399,35.167740783090196,19.05064883759438,2.2679654283579773,0.1953096988606065,31.196672805008347,16.45773236942802,32.84524796143479,18.923252724697907,2.1654111479261577,0.1775674275172123,31.5,23.4,30.632913635598403,65.3164568177992,2026.0,TX-2026-Congressional-district-data.zip,True,27.45,-8.100000000000001,8.100000000000001,27.45,72.55,Democratic,Republican,3.1829136355984033,30.632913635598403,69.3670863644016,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-8,TX,8,Middle South,Rural,2020 Census,available,766987.0,572866.0,38.79739813060717,18.574499958930204,34.13956168748623,7.529593070025959,2.946986063649058,0.1976565443742853,41.97578491305122,17.58491514595036,31.301910045281097,7.767785136489161,2.872923161786526,0.1813687668669462,-16.699999999999996,-27.6,-19.83287277550569,40.083563612247154,2026.0,TX-2026-Congressional-district-data.zip,True,-22.15,-10.900000000000006,10.900000000000006,22.15,77.85,Republican,Republican,2.317127224494307,19.83287277550569,80.16712722449431,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-9,TX,9,Urban South,Mixed,2020 Census,available,766987.0,555835.0,25.087387400307957,10.43537895687932,62.12412987443073,1.9060296980261728,2.939293625576444,0.1380727443881056,28.257846303309435,10.243507515719593,58.62998911547491,1.9800840177390773,2.9760630402907338,0.1334928530948932,-8.600000000000001,-19.8,-5.091490495647539,47.45425475217623,2026.0,TX-2026-Congressional-district-data.zip,True,-14.200000000000001,-11.2,11.2,14.200000000000001,85.8,Republican,Republican,9.108509504352462,5.091490495647539,94.90850950435247,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-10,TX,10,Urban South,Mixed,2020 Census,available,766987.0,607084.0,59.76333366797612,10.4006977953994,21.060070118528735,6.889295385710579,2.5043449237079636,0.1983084459058628,62.52248453261822,9.910819590040258,18.860981346897628,6.613911748621278,2.397032371138096,0.1698282280541078,-14.799999999999995,-22.5,-18.19142073287443,40.90428963356278,2026.0,TX-2026-Congressional-district-data.zip,True,-18.65,-7.700000000000005,7.700000000000005,18.65,81.35,Republican,Republican,0.4585792671255682,18.19142073287443,81.80857926712557,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-11,TX,11,Middle South,Mixed,2020 Census,available,766987.0,573499.0,47.30288779340458,7.605735168914205,38.718518045286295,4.989132801468604,2.715430639632745,0.2641505005951861,51.09198097991453,7.045871047726326,35.304159205159905,4.6847509760261135,2.716831241205303,0.2373151478904061,-30.0,-34.3,-32.35853939525487,33.82073030237257,2026.0,TX-2026-Congressional-district-data.zip,True,-32.15,-4.299999999999997,4.299999999999997,32.15,67.85,Republican,Republican,-0.2085393952548742,32.35853939525487,67.64146060474513,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-12,TX,12,Middle South,Rural,2020 Census,available,766987.0,574244.0,49.71192471319592,10.82091352265423,33.219076724898855,4.491992693487634,3.003831877202612,0.2539808367025777,53.7837574271564,9.878379225555689,29.803532992943765,4.370790117093082,2.9525776499188496,0.2159360829194558,-17.700000000000003,-23.8,-20.492179921373747,39.753910039313126,2026.0,TX-2026-Congressional-district-data.zip,True,-20.75,-6.099999999999998,6.099999999999998,20.75,79.25,Republican,Republican,0.2578200786262528,20.492179921373747,79.50782007862625,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-13,TX,13,Middle South,Rural,2020 Census,available,766987.0,585859.0,57.93461949159504,8.364287791057736,28.093044601798987,3.302402778665088,3.552993727403463,0.2153882660331922,61.83399077252376,7.67044630192589,24.58731537793223,3.121228828096863,3.4772871970900847,0.1848567658771137,-44.1,-46.1,-46.912184962138944,26.543907518930528,2026.0,TX-2026-Congressional-district-data.zip,True,-45.1,-2.0,2.0,45.1,54.9,Republican,Republican,-1.812184962138943,46.912184962138944,53.087815037861056,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-14,TX,14,Middle South,Mixed,2020 Census,available,766987.0,576965.0,50.29694114763353,17.246185398187976,24.113837653050183,6.961656455715677,2.492741076445885,0.1670171723901448,53.55056199249521,16.4503912715676,21.57981853318659,6.602306899032004,2.428743511304845,0.1523489293111367,-21.5,-24.2,-23.704949561899216,38.147525219050394,2026.0,TX-2026-Congressional-district-data.zip,True,-22.85,-2.6999999999999993,2.6999999999999993,22.85,77.15,Republican,Republican,-0.8549495618992147,23.704949561899216,76.29505043810079,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-15,TX,15,Southwest,Rural,2020 Census,available,766987.0,548298.0,15.313166976754497,1.9407108595060931,81.22419284811868,1.251129419403458,1.5811219746879672,0.0731433518429908,17.925653567950274,1.9405505765113131,78.32182499297826,1.2945515030147838,1.635606914488107,0.0689406125865861,-2.4000000000000057,-17.8,4.695815391409959,52.34790769570498,2026.0,TX-2026-Congressional-district-data.zip,True,-10.100000000000003,-15.399999999999995,15.399999999999995,10.100000000000003,89.89999999999999,Republican,Republican,14.795815391409963,4.695815391409959,95.30418460859003,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-16,TX,16,Southwest,Urban,2020 Census,available,766987.0,575747.0,11.800069623083573,4.539190364373842,81.95015039368333,2.227808294012806,2.482441032246961,0.3684547456475794,13.01578644786686,4.108749155445013,80.67553977702012,2.159455455260731,2.4995353862026204,0.3119425719977698,35.6,16.3,40.47809401982731,70.23904700991366,2026.0,TX-2026-Congressional-district-data.zip,True,25.950000000000003,-19.3,19.3,25.950000000000003,74.05,Democratic,Republican,14.528094019827307,40.47809401982731,59.52190598017269,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-17,TX,17,Middle South,Rural,2020 Census,available,766987.0,577865.0,55.14565435920035,12.331499751625516,24.42218707748632,6.46125684007682,2.91047957788072,0.2529377942520538,59.04095247159804,11.37203326036358,21.5304612669049,5.875766831353344,2.831111072655378,0.2180440068182015,-15.200000000000005,-18.0,-18.58064964176721,40.709675179116395,2026.0,TX-2026-Congressional-district-data.zip,True,-16.6,-2.7999999999999954,2.7999999999999954,16.6,83.4,Republican,Republican,-1.980649641767208,18.58064964176721,81.41935035823279,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-18,TX,18,Urban South,Urban,2020 Census,available,766987.0,584155.0,12.78978652832447,44.80649606838186,35.47648134844528,7.456449718182968,2.2025145145876004,0.1899641063016713,14.739752291771875,45.01562085405415,32.17142710410764,8.196797082965993,2.077017230016006,0.1728993161061704,63.6,54.8,65.25401231929378,82.62700615964688,2026.0,TX-2026-Congressional-district-data.zip,True,59.2,-8.800000000000004,8.800000000000004,59.2,40.8,Democratic,Republican,6.054012319293776,65.25401231929378,34.74598768070622,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-19,TX,19,Middle South,Rural,2020 Census,available,766987.0,578679.0,50.18690016910326,7.964150630975492,38.32059735041142,2.392217860276641,2.6933963678654265,0.2066527855100542,53.68865986151217,7.3724811164739,34.743268720655145,2.410835713754949,2.677477496159356,0.1707336882796852,-46.2,-51.6,-48.03723048310984,25.98138475844508,2026.0,TX-2026-Congressional-district-data.zip,True,-48.900000000000006,-5.399999999999999,5.399999999999999,48.900000000000006,51.099999999999994,Republican,Republican,0.8627695168901681,48.03723048310984,51.96276951689016,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-20,TX,20,Urban South,Urban,2020 Census,available,766987.0,577537.0,16.1135716772253,11.468251743510644,69.25345540406812,3.97646896231618,3.0137407804825895,0.3927054826222608,18.397089710269643,10.785629318987356,66.902207131318,3.872825463996246,3.074088759681198,0.3482027991280212,40.2,28.4,40.94727161250766,70.47363580625384,2026.0,TX-2026-Congressional-district-data.zip,True,34.3,-11.800000000000004,11.800000000000004,34.3,65.7,Democratic,Republican,6.647271612507666,40.94727161250766,59.05272838749234,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-21,TX,21,Urban South,Rural,2020 Census,available,766987.0,612155.0,54.29779122723071,5.316778511239434,34.63618027424194,4.45366088343088,2.91308718400703,0.6427749101353739,57.25902753387622,4.89157157909353,31.888002221659548,4.235038511488104,2.793736880365267,0.6743390154454346,-16.700000000000003,-21.8,-20.930088185173343,39.53495590741333,2026.0,TX-2026-Congressional-district-data.zip,True,-19.25,-5.099999999999998,5.099999999999998,19.25,80.75,Republican,Republican,-1.680088185173343,20.930088185173343,79.06991181482665,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-22,TX,22,Urban South,Rural,2020 Census,available,766987.0,561423.0,42.98756041497444,12.21428785624789,28.949121693066505,14.850708030253449,2.2009499509118147,0.1651918481017279,45.8618546087353,11.396932437751929,27.02917408086238,14.284950919360268,2.170555891012659,0.1416044586702005,-17.199999999999996,-22.1,-22.444155079136245,38.777922460431874,2026.0,TX-2026-Congressional-district-data.zip,True,-19.65,-4.900000000000006,4.900000000000006,19.65,80.35,Republican,Republican,-2.794155079136246,22.444155079136245,77.55584492086376,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-23,TX,23,Southwest,Rural,2020 Census,available,766987.0,563720.0,30.460620584182,5.59135943633986,59.741169015902486,4.1261455539663645,2.322855537316799,0.3337735841676586,33.42333073156886,5.219257787554105,56.86120769176187,3.817498048676648,2.27293691903782,0.2886184630667707,-7.199999999999996,-14.7,-8.454906323481074,45.772546838259466,2026.0,TX-2026-Congressional-district-data.zip,True,-10.949999999999998,-7.5000000000000036,7.5000000000000036,10.949999999999998,89.05,Republican,Republican,2.4950936765189233,8.454906323481074,91.54509367651893,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-24,TX,24,Urban South,Suburban,2020 Census,available,766987.0,585881.0,59.97181177777459,8.702624685946438,17.753104029142605,11.298496584687877,2.738768714463218,0.5352111574250933,63.3509193846532,7.778542058882264,15.882406154150758,10.455536192503256,2.630739006726622,0.4611858039431215,-12.4,-16.0,-19.74280231528003,40.128598842359985,2026.0,TX-2026-Congressional-district-data.zip,True,-14.2,-3.5999999999999996,3.5999999999999996,14.2,85.8,Republican,Republican,-5.542802315280031,19.74280231528003,80.25719768471997,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-25,TX,25,Urban South,Mixed,2020 Census,available,766987.0,576023.0,46.69479404474913,20.84533375402712,27.32367041423127,3.603581286253874,2.888314925807087,0.2865759132814506,50.856997029632495,19.85320030623777,23.79314714863816,3.5106237077338927,2.855441536188659,0.2491219968647085,-15.800000000000004,-24.0,-17.600886396012843,41.19955680199358,2026.0,TX-2026-Congressional-district-data.zip,True,-19.900000000000002,-8.199999999999996,8.199999999999996,19.900000000000002,80.1,Republican,Republican,2.299113603987159,17.600886396012843,82.39911360398716,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-26,TX,26,Urban South,Suburban,2020 Census,available,766987.0,573937.0,55.58099420198778,11.632530929468166,20.314164386097808,10.225597044017697,3.219611284154751,0.234163030142623,58.91413169041201,10.71842379912778,17.99814265328773,9.805605841756153,3.085704528545816,0.2022870105952395,-18.5,-23.7,-24.405541832241436,37.79722908387928,2026.0,TX-2026-Congressional-district-data.zip,True,-21.1,-5.199999999999999,5.199999999999999,21.1,78.9,Republican,Republican,-3.3055418322414347,24.405541832241436,75.59445816775856,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
TX-27,TX,27,Urban South,Mixed,2020 Census,available,766987.0,575420.0,44.01130658016368,8.01278248523117,44.55720892270664,2.4069508348902917,2.68635583132439,0.1779691181206461,48.16342845226096,7.535017899968718,40.485732160856415,2.2378436620207847,2.674915713739529,0.1527579854714817,-17.199999999999996,-21.1,-20.203942350154563,39.89802882492272,2026.0,TX-2026-Congressional-district-data.zip,True,-19.15,-3.9000000000000057,3.9000000000000057,19.15,80.85,Republican,Republican,-1.0539423501545642,20.203942350154563,79.79605764984544,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
