cycle,state,districts,winner_accuracy,mean_margin_error_dem_bias,mean_abs_margin_error,actual_dem_wins,predicted_dem_wins,expected_dem_wins,tested_environment_multiplier,tested_total_error_sd
2018,CA,4,0.75,-3.78,3.78,4,3,2.27081257697384,0.95,6.5
2018,GA,1,1.0,4.17,4.17,1,1,0.6889863409527655,0.95,6.5
2018,IA,2,1.0,0.27,0.6999999999999997,2,2,1.2918307959587023,0.95,6.5
2018,KS,1,1.0,-1.83,1.83,1,1,0.770435027267849,0.95,6.5
2018,ME,1,0.0,-4.630000000000001,4.630000000000001,1,0,0.3639035047058904,0.95,6.5
2018,MI,1,0.0,-6.53,6.53,1,0,0.4988461558943971,0.95,6.5
2018,NJ,3,1.0,4.57,7.523333333333333,3,3,2.2803409821606255,0.95,6.5
2018,NM,1,1.0,-0.2299999999999993,0.2299999999999993,0,0,0.4225515575264796,0.95,6.5
2018,NY,1,0.0,-4.2299999999999995,4.2299999999999995,1,0,0.4950001666600003,0.95,6.5
2018,OK,1,0.0,-5.630000000000001,5.630000000000001,1,0,0.3428162138727282,0.95,6.5
2018,PA,1,0.0,7.17,7.17,0,1,0.6688696122337069,0.95,6.5
2018,SC,1,0.0,-5.33,5.33,1,0,0.3532884777631059,0.95,6.5
2018,TX,1,1.0,0.3699999999999992,0.3699999999999992,1,1,0.6922733984881112,0.95,6.5
2018,VA,1,1.0,-1.83,1.83,1,1,0.5065380888587496,0.95,6.5
2022,AK,1,0.0,-20.86,20.86,1,0,0.1603825307519455,0.95,6.5
2022,AZ,2,1.0,-1.1599999999999997,1.1599999999999997,0,0,0.8018883439448676,0.95,6.5
2022,CA,3,0.0,12.54,12.54,0,3,2.3590802324356748,0.95,6.5
2022,CO,1,1.0,-12.260000000000002,12.260000000000002,0,0,0.1282050762616968,0.95,6.5
2022,ME,1,1.0,-0.96,0.96,0,0,0.2465824671191769,0.95,6.5
2022,MI,1,1.0,5.040000000000001,5.040000000000001,0,0,0.4861573844403671,0.95,6.5
2022,NC,1,1.0,-0.3599999999999999,0.3599999999999999,0,0,0.3522346898195365,0.95,6.5
2022,NM,1,1.0,2.640000000000001,2.640000000000001,1,1,0.6257076690075569,0.95,6.5
2022,NY,2,0.0,6.49,6.49,0,2,1.3698260818141297,0.95,6.5
2022,OH,2,1.0,-2.91,2.91,2,2,1.170215956531792,0.95,6.5
2022,OR,1,0.0,8.24,8.24,0,1,0.720031000147329,0.95,6.5
2022,PA,1,0.0,-2.5599999999999996,2.5599999999999996,1,0,0.4784748509897674,0.95,6.5
2022,TX,1,1.0,4.539999999999999,4.539999999999999,1,1,0.8814416797770033,0.95,6.5
2022,VA,1,0.0,5.04,5.04,0,1,0.5437341070439723,0.95,6.5
2022,WA,1,0.0,-6.659999999999999,6.659999999999999,1,0,0.2887344456890316,0.95,6.5
