model_id,alpha,feature,coefficient,absolute_coefficient
H_safe_full_district_dna,30.0,categorical__district_type_Suburban,-0.5089830232319861,0.5089830232319861
H_safe_full_district_dna,30.0,numeric__white_vap_share,0.4956374122243106,0.4956374122243106
H_safe_full_district_dna,30.0,numeric__black_vap_share,-0.49434737905734727,0.49434737905734727
H_safe_full_district_dna,30.0,numeric__selected_regime_trend_residual_rmse,-0.49205205772349625,0.49205205772349625
H_safe_full_district_dna,30.0,categorical__selected_regime_reliability_insufficient_single_cycle,-0.4245385373526361,0.4245385373526361
H_safe_full_district_dna,30.0,numeric__selected_regime_margin_std,0.41130298008615995,0.41130298008615995
H_safe_full_district_dna,30.0,numeric__pacific_vap_share,0.3886235229491535,0.3886235229491535
H_safe_full_district_dna,30.0,numeric__district_dna_elasticity_bounded_normalized,-0.38103961370217215,0.38103961370217215
H_safe_full_district_dna,30.0,numeric__selected_regime_competitive_within_5_rate,-0.3586904211991265,0.3586904211991265
H_safe_full_district_dna,30.0,categorical__region_Mid-Atlantic,-0.32621282624513204,0.32621282624513204
H_safe_full_district_dna,30.0,numeric__selected_regime_mean_absolute_swing,-0.3148580669471124,0.3148580669471124
H_safe_full_district_dna,30.0,categorical__district_type_Mixed,0.312210181194663,0.312210181194663
H_safe_full_district_dna,30.0,numeric__selected_regime_scorable_elections,0.30960465814379334,0.30960465814379334
H_safe_full_district_dna,30.0,categorical__region_Mountain West,0.2803707935848685,0.2803707935848685
H_safe_full_district_dna,30.0,numeric__behavior_reliability_score,-0.24945367240533076,0.24945367240533076
H_safe_full_district_dna,30.0,categorical__district_type_Urban,0.2189694044075695,0.2189694044075695
H_safe_full_district_dna,30.0,numeric__asian_vap_share,-0.19977316604338013,0.19977316604338013
H_safe_full_district_dna,30.0,numeric__selected_regime_party_switch_count,-0.18467161799722412,0.18467161799722412
H_safe_full_district_dna,30.0,numeric__selected_regime_competitive_within_15_rate,0.17542565016949652,0.17542565016949652
H_safe_full_district_dna,30.0,categorical__selected_regime_reliability_no_scorable_history,0.16259123608212303,0.16259123608212303
H_safe_full_district_dna,30.0,numeric__selected_regime_trend_slope_points_per_election,-0.14782201841981538,0.14782201841981538
H_safe_full_district_dna,30.0,categorical__district_type_Rural,0.14606683571935458,0.14606683571935458
H_safe_full_district_dna,30.0,categorical__region_Northeast,-0.10755544060650281,0.10755544060650281
H_safe_full_district_dna,30.0,numeric__selected_regime_mean_absolute_margin,0.08425552256065845,0.08425552256065845
H_safe_full_district_dna,30.0,numeric__selected_regime_margin_mad,-0.03266102662561709,0.03266102662561709
