race_id,state,district,selected_boundary_regime_id,selected_regime_reliability,selected_regime_scorable_elections,behavior_reliability_score,district_dna_training_sample_match,district_dna_raw_prediction,characteristics_elasticity_fallback,elasticity_source,district_dna_candidate_before_normalization,district_dna_elasticity_normalized,district_dna_elasticity_bounded,district_dna_elasticity_bounded_normalized,district_dna_model_alpha,district_dna_prediction_version,district_dna_prediction_notes
MN-6,MN,6,MN_2012_2020_default,high,5,1.0,True,1.3185962207371318,1.6369547590477436,district_dna_behavior_model,1.3185962207371318,1.4012394305098834,1.4012394305098834,1.4220803595910732,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
MN-7,MN,7,MN_2012_2020_default,high,5,1.0,True,0.6300686635969679,1.201437647981273,district_dna_behavior_model,0.6300686635969679,0.669558308658875,0.669558308658875,0.6795167903591818,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
MN-8,MN,8,MN_2012_2020_default,high,5,1.0,True,0.5347728043427828,1.181211167985573,district_dna_behavior_model,0.5347728043427828,0.5682897675761196,0.5682897675761196,0.5767420609427929,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
MO-1,MO,1,MO_2012_2020_default,high,5,1.0,True,0.8111737071949752,0.8463263149892583,district_dna_behavior_model,0.8111737071949752,0.862014137185271,0.862014137185271,0.8748350549448605,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
MO-2,MO,2,MO_2012_2020_default,high,5,1.0,True,1.544508059210683,1.1229053317907225,district_dna_behavior_model,1.544508059210683,1.6413103262926392,1.6413103262926392,1.6657218803537766,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
MO-3,MO,3,MO_2012_2020_default,high,5,1.0,True,0.9841785995964882,1.1554951119025068,district_dna_behavior_model,0.9841785995964882,1.045862136361698,1.045862136361698,1.061417464122268,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
MO-4,MO,4,MO_2012_2020_default,high,5,1.0,True,1.097659416588501,1.2151402541293483,district_dna_behavior_model,1.097659416588501,1.1664553800514084,1.1664553800514084,1.1838043165163048,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
MO-5,MO,5,MO_2012_2020_default,high,5,1.0,True,1.385019211651103,1.24807252159891,district_dna_behavior_model,1.385019211651103,1.4718254920329665,1.4718254920329665,1.4937162624690972,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
MO-6,MO,6,MO_2012_2020_default,high,5,1.0,True,0.7664596305396506,1.2419263747691711,district_dna_behavior_model,0.7664596305396506,0.8144975992770581,0.8144975992770581,0.826611793563723,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
MO-7,MO,7,MO_2012_2020_default,high,5,1.0,True,0.6727503775015925,1.3160346418726805,district_dna_behavior_model,0.6727503775015925,0.7149151051856146,0.7149151051856146,0.7255481880705453,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
MO-8,MO,8,MO_2012_2020_default,high,5,1.0,True,0.8525406903599504,1.282242445244738,district_dna_behavior_model,0.8525406903599504,0.9059738020321775,0.9059738020321775,0.9194485411427504,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
MS-1,MS,1,MS_2012_2020_default,high,5,1.0,True,0.4358574809040488,0.6433313558705325,district_dna_behavior_model,0.4358574809040488,0.4631749118650141,0.4631749118650141,0.47006380985074414,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
MS-2,MS,2,MS_2012_2020_default,medium,3,0.75,False,0.446666803300085,0.4510112139697492,district_dna_behavior_model,0.446666803300085,0.4746617101131937,0.4746617101131937,0.4817214536678164,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
MS-3,MS,3,MS_2012_2020_default,high,4,1.0,True,0.5891970543725594,0.688284436098401,district_dna_behavior_model,0.5891970543725594,0.6261250653862555,0.6261250653862555,0.6354375553144913,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
MS-4,MS,4,MS_2012_2020_default,high,4,1.0,True,0.6334717593277617,0.6710103471983493,district_dna_behavior_model,0.6334717593277617,0.6731746939091848,0.6731746939091848,0.68318696286875,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
MT-1,MT,1,,no_scorable_history,0,0.0,False,2.3942173949162386,0.7049169425274294,characteristics_model_sparse_history_fallback,0.7049169425274294,0.7490977143493704,0.7490977143493704,0.7602392023775483,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
MT-2,MT,2,,no_scorable_history,0,0.0,False,2.414399743601183,0.8507241061457008,characteristics_model_sparse_history_fallback,0.8507241061457008,0.9040433631382867,0.9040433631382867,0.9174893904247365,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NC-1,NC,1,NC_2016_2018,low,2,0.5,True,1.41392280865136,1.2609450910355364,district_dna_behavior_model,1.41392280865136,1.502540626175916,1.502540626175916,1.5248882292692318,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NC-2,NC,2,NC_2016_2018,low,2,0.5,True,0.8331270330519717,1.1311262835905191,district_dna_behavior_model,0.8331270330519717,0.8853433909309393,0.8853433909309393,0.8985112895934667,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NC-3,NC,3,NC_2012_2014,low,2,0.5,True,0.7930743055412566,1.2671951858514952,district_dna_behavior_model,0.7930743055412566,0.8427803529024309,0.8427803529024309,0.855315202538705,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NC-4,NC,4,NC_2016_2018,low,2,0.5,True,1.002745614758082,1.0833577017828353,district_dna_behavior_model,1.002745614758082,1.0655928418969798,1.0655928418969798,1.0814416285952797,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NC-5,NC,5,NC_2016_2018,low,2,0.5,True,1.2149361166324857,1.3068908376146595,district_dna_behavior_model,1.2149361166324857,1.2910824143150474,1.2910824143150474,1.3102849549007918,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NC-6,NC,6,NC_2016_2018,low,2,0.5,True,1.1737310226589417,1.3888980513942828,district_dna_behavior_model,1.1737310226589417,1.2472947850881733,1.2472947850881733,1.2658460630449329,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NC-7,NC,7,NC_2016_2018,low,2,0.5,True,1.1110345131020778,1.3652369781624394,district_dna_behavior_model,1.1110345131020778,1.180668762682842,1.180668762682842,1.198229097780246,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NC-8,NC,8,NC_2016_2018,low,2,0.5,True,1.1525974137521433,1.3951481462102415,district_dna_behavior_model,1.1525974137521433,1.2248366241716904,1.2248366241716904,1.2430538771725694,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NC-9,NC,9,NC_2016_2018,low,2,0.5,True,1.1564687163215113,1.3777371677943568,district_dna_behavior_model,1.1564687163215113,1.228950561192229,1.228950561192229,1.2472290016446046,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NC-10,NC,10,NC_2016_2018,low,2,0.5,True,1.3034008236460664,1.3875587453622915,district_dna_behavior_model,1.3034008236460664,1.3850916596977139,1.3850916596977139,1.4056924195836982,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NC-11,NC,11,NC_2016_2018,low,2,0.5,True,0.9663841175748623,0.6477655476124732,district_dna_behavior_model,0.9663841175748623,1.0269523825932072,1.0269523825932072,1.0422264616045265,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NC-12,NC,12,NC_2016_2018,low,2,0.5,True,0.9955365407677589,0.8228019158333636,district_dna_behavior_model,0.9955365407677589,1.0579319381465833,1.0579319381465833,1.073666782610399,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NC-13,NC,13,NC_2016_2018,low,2,0.5,True,1.085641289556496,1.3929159694902562,district_dna_behavior_model,1.085641289556496,1.1536840151610193,1.1536840151610193,1.1708430004268877,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NC-14,NC,14,,no_scorable_history,0,0.0,False,2.742697954079583,1.3880051807062888,characteristics_model_sparse_history_fallback,1.3880051807062888,1.4749986071326515,1.4749986071326515,1.4969365719777596,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
ND-AL,ND,AL,ND_2012_2020_default,insufficient_single_cycle,1,0.25,False,2.09500230119255,1.19649530574165,characteristics_model_sparse_history_fallback,1.19649530574165,1.2714858229215353,1.2714858229215353,1.290396899277418,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NE-1,NE,1,NE_2012_2020_default,high,5,1.0,True,0.9380450173189314,1.0969402240303088,district_dna_behavior_model,0.9380450173189314,0.9968371251100756,0.9968371251100756,1.0116632935560752,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NE-2,NE,2,NE_2012_2020_default,high,5,1.0,True,0.8127975159302036,1.2343407487816334,district_dna_behavior_model,0.8127975159302036,0.8637397183689759,0.8637397183689759,0.876586301060832,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NE-3,NE,3,NE_2012_2020_default,high,4,1.0,True,0.4990348595827276,1.2010965486974536,district_dna_behavior_model,0.4990348595827276,0.5303119419342571,0.5303119419342571,0.5381993831039209,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NH-1,NH,1,NH_2012_2020_default,high,5,1.0,True,0.9610920807555703,0.8397844659375587,district_dna_behavior_model,0.9610920807555703,1.0213286665971486,1.0213286665971486,1.036519102896384,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NH-2,NH,2,NH_2012_2020_default,high,5,1.0,True,0.4100960646565368,0.8268378409616443,district_dna_behavior_model,0.4100960646565368,0.4357988951101564,0.4357988951101564,0.44228062383466615,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NJ-1,NJ,1,NJ_2012_2020_default,high,5,1.0,True,1.2859228344906035,1.3154384306595268,district_dna_behavior_model,1.2859228344906035,1.3665182350317706,1.3665182350317706,1.3868427484620605,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NJ-2,NJ,2,NJ_2012_2020_default,high,5,1.0,True,2.0224803803666007,1.3384508575226168,district_dna_behavior_model,2.0224803803666007,2.1492396321430642,1.75,1.7760281184628175,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NJ-3,NJ,3,NJ_2012_2020_default,high,5,1.0,True,1.702870914639949,1.303561870240369,district_dna_behavior_model,1.702870914639949,1.8095985967015844,1.75,1.7760281184628175,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NJ-4,NJ,4,NJ_2012_2020_default,high,5,1.0,True,1.48836242442448,1.335499617166212,district_dna_behavior_model,1.48836242442448,1.5816457556862906,1.5816457556862906,1.6051699060264135,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NJ-5,NJ,5,NJ_2012_2020_default,high,5,1.0,True,1.295124700965253,1.5168184352168763,district_dna_behavior_model,1.295124700965253,1.3762968298250708,1.3762968298250708,1.3967667823546064,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NJ-6,NJ,6,NJ_2012_2020_default,high,5,1.0,True,0.8954802099827727,1.3129671524863376,district_dna_behavior_model,0.8954802099827727,0.951604562287971,0.951604562287971,0.9657579773033932,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NJ-7,NJ,7,NJ_2012_2020_default,high,5,1.0,True,1.4357283446287021,1.5893472676971634,district_dna_behavior_model,1.4357283446287021,1.5257128272897436,1.5257128272897436,1.5484050754091365,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NJ-8,NJ,8,NJ_2012_2020_default,high,5,1.0,True,0.38293518092801093,1.0753830445095396,district_dna_behavior_model,0.38293518092801093,0.4069356990465208,0.4069356990465208,0.412988139378825,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NJ-9,NJ,9,NJ_2012_2020_default,high,5,1.0,True,0.7534588961519237,1.5553799323329422,district_dna_behavior_model,0.7534588961519237,0.80068204197212,0.80068204197212,0.8125907545661205,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NJ-10,NJ,10,NJ_2012_2020_default,high,5,1.0,True,0.493358727000326,0.8305544105042755,district_dna_behavior_model,0.493358727000326,0.5242800569173134,0.5242800569173134,0.5320777845911057,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NJ-11,NJ,11,NJ_2012_2020_default,high,5,1.0,True,1.8966309097451521,1.472005401824987,district_dna_behavior_model,1.8966309097451521,2.0155025276600957,1.75,1.7760281184628175,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NJ-12,NJ,12,NJ_2012_2020_default,high,5,1.0,True,0.9597305580128057,1.0968143594705624,district_dna_behavior_model,0.9597305580128057,1.0198818102186045,1.0198818102186045,1.0350507271182858,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NM-1,NM,1,NM_2012_2020_default,high,5,1.0,True,0.7543164076394064,0.7641705783041217,district_dna_behavior_model,0.7543164076394064,0.801593298116707,0.801593298116707,0.8135155640152111,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NM-2,NM,2,NM_2012_2020_default,high,5,1.0,True,1.7452928966110144,0.9408674230154124,district_dna_behavior_model,1.7452928966110144,1.854679382558081,1.75,1.7760281184628175,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NM-3,NM,3,NM_2012_2020_default,high,5,1.0,True,0.5751658195216657,0.7801949141038549,district_dna_behavior_model,0.5751658195216657,0.6112144208518537,0.6112144208518537,0.6203051416244906,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NV-1,NV,1,NV_2012_2020_default,high,5,1.0,True,0.9942495903681587,1.0369853228252426,district_dna_behavior_model,0.9942495903681587,1.0565643279436494,1.0565643279436494,1.0722788316529661,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NV-2,NV,2,NV_2012_2020_default,high,5,1.0,True,1.277234195731918,0.8527860749626803,district_dna_behavior_model,1.277234195731918,1.3572850345761218,1.3572850345761218,1.3774722206719827,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NV-3,NV,3,NV_2012_2020_default,high,5,1.0,True,1.6546574146550843,0.9219460002084282,district_dna_behavior_model,1.6546574146550843,1.7583633085980641,1.75,1.7760281184628175,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NV-4,NV,4,NV_2012_2020_default,high,5,1.0,True,0.8364967898794224,1.038324628857234,district_dna_behavior_model,0.8364967898794224,0.8889243477572938,0.8889243477572938,0.9021455067446706,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NY-1,NY,1,NY_2012_2020_default,high,5,1.0,True,1.5604373194692096,1.7431604834096703,district_dna_behavior_model,1.5604373194692096,1.6582379552529463,1.6582379552529463,1.6829012775037255,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NY-2,NY,2,NY_2012_2020_default,high,5,1.0,True,1.7814470509120857,1.6776828831708173,district_dna_behavior_model,1.7814470509120857,1.8930995037344323,1.75,1.7760281184628175,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NY-3,NY,3,NY_2012_2020_default,high,5,1.0,True,0.7796647793048694,1.5949111630705743,district_dna_behavior_model,0.7796647793048694,0.828530382660306,0.828530382660306,0.8408532894888351,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NY-4,NY,4,NY_2012_2020_default,high,5,1.0,True,1.4141043903362034,1.3165456674695448,district_dna_behavior_model,1.4141043903362034,1.5027335885192472,1.5027335885192472,1.5250840615821237,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NY-5,NY,5,NY_2012_2020_default,low,2,0.5,False,1.120068662016839,0.8314472811922696,district_dna_behavior_model,1.120068662016839,1.190269128193813,1.190269128193813,1.2079722515488203,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NY-6,NY,6,NY_2012_2020_default,medium,3,0.75,False,1.4487464473822949,1.0128354199407623,district_dna_behavior_model,1.4487464473822949,1.5395468415254023,1.5395468415254023,1.5624448458512763,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NY-7,NY,7,NY_2012_2020_default,medium,3,0.75,True,1.793534940961326,1.0070784368779917,district_dna_behavior_model,1.793534940961326,1.905945004049301,1.75,1.7760281184628175,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NY-8,NY,8,NY_2012_2020_default,low,2,0.5,False,0.7004704371431391,0.8626977552720628,district_dna_behavior_model,0.7004704371431391,0.7443725235938873,0.7443725235938873,0.755443732865069,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NY-9,NY,9,NY_2012_2020_default,medium,3,0.75,True,1.7641144783223526,0.9358425220885314,district_dna_behavior_model,1.7641144783223526,1.87468060963861,1.75,1.7760281184628175,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NY-10,NY,10,NY_2012_2020_default,high,4,1.0,True,1.3077272722225417,0.9656983060824428,district_dna_behavior_model,1.3077272722225417,1.3896892690675038,1.3896892690675038,1.4103584101656725,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NY-11,NY,11,NY_2012_2020_default,high,5,1.0,True,1.6279935828742242,1.4648911071923447,district_dna_behavior_model,1.6279935828742242,1.7300283172851532,1.7300283172851532,1.7557593927059112,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NY-12,NY,12,NY_2012_2020_default,high,5,1.0,True,0.9501338971012077,0.9810462422778464,district_dna_behavior_model,0.9501338971012077,1.0096836771896422,1.0096836771896422,1.0247009151095652,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NY-13,NY,13,NY_2012_2020_default,high,4,1.0,True,1.3995923393631817,1.1894817174085244,district_dna_behavior_model,1.3995923393631817,1.487311992642384,1.487311992642384,1.5094330970627639,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NY-14,NY,14,NY_2012_2020_default,high,4,1.0,True,1.2156345923656977,1.335189216944435,district_dna_behavior_model,1.2156345923656977,1.2918246671163516,1.2918246671163516,1.311038247384291,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NY-15,NY,15,NY_2012_2020_default,high,4,1.0,True,1.0913526981055361,1.1405107190846824,district_dna_behavior_model,1.0913526981055361,1.1597533870709376,1.1597533870709376,1.1770026433831295,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NY-16,NY,16,NY_2012_2020_default,insufficient_single_cycle,1,0.25,False,1.9264149767443226,0.9413694498701252,characteristics_model_sparse_history_fallback,0.9413694498701252,1.0003699169545714,1.0003699169545714,1.0152486293575043,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NY-17,NY,17,NY_2012_2020_default,medium,3,0.75,True,1.1047464191813003,1.1334354916832938,district_dna_behavior_model,1.1047464191813003,1.1739865615617002,1.1739865615617002,1.191447510874891,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
NY-18,NY,18,NY_2012_2020_default,high,5,1.0,True,0.20249043183936644,1.3254649531107845,district_dna_behavior_model,0.20249043183936644,0.2151815490838257,0.25,0.25371830263754536,1000.0,1.0,Behavior-only ridge model selected by fixed-fold screening. Sparse-history districts use characteristics-model fallback. Final values are normalized to a national mean of 1.0. Production adoption remains contingent on the 2022 election backtest.
