race_id,candidate,party,party_code,candidatevotes,candidate_norm,candidate_id,candidate_name,incumbent_challenger_status,candidate_status,fec_key_count,match_status
NV-3,SUSIE LEE,DEMOCRAT,D,131086,SUSIE LEE,,,,,,No exact FEC match
NV-4,SAM PETERS,REPUBLICAN,R,105870,SAM PETERS,,,,,,No exact FEC match
NV-4,STEVEN HORSFORD,DEMOCRAT,D,116617,STEVEN HORSFORD,,,,,,No exact FEC match
NH-1,KAROLINE LEAVITT,REPUBLICAN,R,142229,KAROLINE LEAVITT,,,,,,No exact FEC match
NH-1,CHRIS PAPPAS,DEMOCRAT,D,167391,CHRIS PAPPAS,,,,,,No exact FEC match
NH-2,ROBERT BURNS,REPUBLICAN,R,135579,ROBERT BURNS,,,,,,No exact FEC match
NH-2,ANN M KUSTER,DEMOCRAT,D,171636,ANN M KUSTER,,,,,,No exact FEC match
NM-1,MICHELLE GARCIA HOLMES,REPUBLICAN,R,124151,MICHELLE GARCIA HOLMES,,,,,,No exact FEC match
NM-1,MELANIE A STANSBURY,DEMOCRAT,D,156462,MELANIE A STANSBURY,,,,,,No exact FEC match
NM-2,YVETTE HERRELL,REPUBLICAN,R,95636,YVETTE HERRELL,,,,,,No exact FEC match
NM-2,GABRIEL VASQUEZ,DEMOCRAT,D,96986,GABRIEL VASQUEZ,,,,,,No exact FEC match
NM-3,ALEXIS MARTINEZ JOHNSON,REPUBLICAN,R,96565,ALEXIS MARTINEZ JOHNSON,,,,,,No exact FEC match
NM-3,TERESA LEGER FERNANDEZ,DEMOCRAT,D,134217,TERESA LEGER FERNANDEZ,,,,,,No exact FEC match
OH-1,STEVE CHABOT,REPUBLICAN,R,140058,STEVE CHABOT,,,,,,No exact FEC match
OH-1,GREG LANDSMAN,DEMOCRAT,D,156416,GREG LANDSMAN,,,,,,No exact FEC match
OH-2,BRAD R WENSTRUP,REPUBLICAN,R,192117,BRAD R WENSTRUP,,,,,,No exact FEC match
OH-2,SAMANTHA MEADOWS,DEMOCRAT,D,65745,SAMANTHA MEADOWS,,,,,,No exact FEC match
OH-3,LEE R STAHLEY,REPUBLICAN,R,76455,LEE R STAHLEY,,,,,,No exact FEC match
OH-3,JOYCE BEATTY,DEMOCRAT,D,182324,JOYCE BEATTY,,,,,,No exact FEC match
OH-4,JIM JORDAN,REPUBLICAN,R,200773,JIM JORDAN,,,,,,No exact FEC match
OH-4,TAMIE WILSON,DEMOCRAT,D,89383,TAMIE WILSON,,,,,,No exact FEC match
OH-5,ROBERT E LATTA,REPUBLICAN,R,187303,ROBERT E LATTA,,,,,,No exact FEC match
OH-5,CRAIG SWARTZ,DEMOCRAT,D,92634,CRAIG SWARTZ,,,,,,No exact FEC match
OH-6,BILL JOHNSON,REPUBLICAN,R,189883,BILL JOHNSON,,,,,,No exact FEC match
OH-6,LOUIS G LYRAS,DEMOCRAT,D,90500,LOUIS G LYRAS,,,,,,No exact FEC match
OH-7,MAX MILLER,REPUBLICAN,R,168002,MAX MILLER,,,,,,No exact FEC match
OH-7,MATTHEW DIEMER,DEMOCRAT,D,135485,MATTHEW DIEMER,,,,,,No exact FEC match
OH-8,WARREN DAVIDSON,REPUBLICAN,R,180287,WARREN DAVIDSON,,,,,,No exact FEC match
OH-8,VANESSA ENOCH,DEMOCRAT,D,98629,VANESSA ENOCH,,,,,,No exact FEC match
OH-9,J R MAJEWSKI,REPUBLICAN,R,115362,J R MAJEWSKI,,,,,,No exact FEC match
OH-9,MARCY KAPTUR,DEMOCRAT,D,150655,MARCY KAPTUR,,,,,,No exact FEC match
OH-10,MICHAEL R TURNER,REPUBLICAN,R,168327,MICHAEL R TURNER,,,,,,No exact FEC match
OH-10,DAVID ESRATI,DEMOCRAT,D,104634,DAVID ESRATI,,,,,,No exact FEC match
OH-11,ERIC J BREWER,REPUBLICAN,R,47988,ERIC J BREWER,,,,,,No exact FEC match
OH-11,SHONTEL M BROWN,DEMOCRAT,D,167722,SHONTEL M BROWN,,,,,,No exact FEC match
OH-12,TROY BALDERSON,REPUBLICAN,R,191344,TROY BALDERSON,,,,,,No exact FEC match
OH-12,AMY RIPPEL-ELTON,DEMOCRAT,D,84893,AMY RIPPEL ELTON,,,,,,No exact FEC match
OH-13,MADISON GESIOTTO GILBERT,REPUBLICAN,R,134593,MADISON GESIOTTO GILBERT,,,,,,No exact FEC match
OH-13,EMILIA SYKES,DEMOCRAT,D,149816,EMILIA SYKES,,,,,,No exact FEC match
OH-14,DAVID P JOYCE,REPUBLICAN,R,183389,DAVID P JOYCE,,,,,,No exact FEC match
OH-14,MATT KILBOY,DEMOCRAT,D,113639,MATT KILBOY,,,,,,No exact FEC match
OH-15,MIKE CAREY,REPUBLICAN,R,143112,MIKE CAREY,,,,,,No exact FEC match
OH-15,GARY JOSEPHSON,DEMOCRAT,D,108139,GARY JOSEPHSON,,,,,,No exact FEC match
OK-1,KEVIN HERN,REPUBLICAN,R,142800,KEVIN HERN,,,,,,No exact FEC match
OK-1,ADAM MARTIN,DEMOCRAT,D,80974,ADAM MARTIN,,,,,,No exact FEC match
OK-2,JOSH BRECHEEN,REPUBLICAN,R,167843,JOSH BRECHEEN,,,,,,No exact FEC match
OK-2,NAOMI ANDREWS,DEMOCRAT,D,54194,NAOMI ANDREWS,,,,,,No exact FEC match
OK-3,FRANK D LUCAS,REPUBLICAN,R,147418,FRANK D LUCAS,,,,,,No exact FEC match
OK-3,JEREMIAH A ROSS,DEMOCRAT,D,50354,JEREMIAH A ROSS,,,,,,No exact FEC match
OK-4,TOM COLE,REPUBLICAN,R,149879,TOM COLE,,,,,,No exact FEC match
OK-4,MARY BRANNON,DEMOCRAT,D,74667,MARY BRANNON,,,,,,No exact FEC match
OK-5,STEPHANIE I BICE,REPUBLICAN,R,152699,STEPHANIE I BICE,,,,,,No exact FEC match
OK-5,JOSHUA HARRIS-TILL,DEMOCRAT,D,96799,JOSHUA HARRIS TILL,,,,,,No exact FEC match
OR-1,CHRISTOPHER A MANN,REPUBLICAN,R,99042,CHRISTOPHER A MANN,,,,,,No exact FEC match
OR-1,SUZANNE BONAMICI,DEMOCRAT,D,210682,SUZANNE BONAMICI,,,,,,No exact FEC match
OR-2,CLIFF BENTZ,REPUBLICAN,R,208369,CLIFF BENTZ,,,,,,No exact FEC match
OR-2,JOE YETTER,DEMOCRAT,D,99882,JOE YETTER,,,,,,No exact FEC match
OR-3,JOANNA HARBOUR,REPUBLICAN,R,79766,JOANNA HARBOUR,,,,,,No exact FEC match
OR-3,EARL BLUMENAUER,DEMOCRAT,D,212119,EARL BLUMENAUER,,,,,,No exact FEC match
OR-4,ALEK SKARLATOS,REPUBLICAN,R,146055,ALEK SKARLATOS,,,,,,No exact FEC match
OR-4,VAL HOYLE,DEMOCRAT,D,171372,VAL HOYLE,,,,,,No exact FEC match
OR-5,LORI CHAVEZ-DEREMER,REPUBLICAN,R,178813,LORI CHAVEZ DEREMER,,,,,,No exact FEC match
OR-5,JAMIE MCLEOD-SKINNER,DEMOCRAT,D,171514,JAMIE MCLEOD SKINNER,,,,,,No exact FEC match
OR-6,MIKE ERICKSON,REPUBLICAN,R,139946,MIKE ERICKSON,,,,,,No exact FEC match
OR-6,ANDREA SALINAS,DEMOCRAT,D,147156,ANDREA SALINAS,,,,,,No exact FEC match
RI-1,ALLEN R WATERS,REPUBLICAN,R,56055,ALLEN R WATERS,,,,,,No exact FEC match
RI-1,DAVID N CICILLINE,DEMOCRAT,D,100318,DAVID N CICILLINE,,,,,,No exact FEC match
RI-2,ALLAN W FUNG,REPUBLICAN,R,93969,ALLAN W FUNG,,,,,,No exact FEC match
RI-2,SETH M MAGAZINER,DEMOCRAT,D,101432,SETH M MAGAZINER,,,,,,No exact FEC match
SC-1,NANCY MACE,REPUBLICAN,R,153757,NANCY MACE,,,,,,No exact FEC match
SC-1,ANNIE ANDREWS,DEMOCRAT,D,115796,ANNIE ANDREWS,,,,,,No exact FEC match
SC-2,JOE WILSON,REPUBLICAN,R,147699,JOE WILSON,,,,,,No exact FEC match
SC-2,JUDD LARKINS,DEMOCRAT,D,98081,JUDD LARKINS,,,,,,No exact FEC match
SC-3,JEFF DUNCAN,REPUBLICAN,R,189971,JEFF DUNCAN,,,,,,No exact FEC match
SC-4,WILLIAM R TIMMONS IV,REPUBLICAN,R,165607,WILLIAM R TIMMONS,,,,,,No exact FEC match
SC-5,RALPH NORMAN,REPUBLICAN,R,154725,RALPH NORMAN,,,,,,No exact FEC match
SC-5,EVANGELINE HUNDLEY,DEMOCRAT,D,83299,EVANGELINE HUNDLEY,,,,,,No exact FEC match
SC-6,DUKE BUCKNER,REPUBLICAN,R,79879,DUKE BUCKNER,,,,,,No exact FEC match
SC-6,JAMES E CLYBURN,DEMOCRAT,D,130923,JAMES E CLYBURN,,,,,,No exact FEC match
SC-7,RUSSELL FRY,REPUBLICAN,R,164440,RUSSELL FRY,,,,,,No exact FEC match
SC-7,DARYL W SCOTT,DEMOCRAT,D,89030,DARYL W SCOTT,,,,,,No exact FEC match
UT-1,BLAKE D MOORE,REPUBLICAN,R,178434,BLAKE D MOORE,,,,,,No exact FEC match
UT-1,RICK EDWIN JONES,DEMOCRAT,D,87986,RICK EDWIN JONES,,,,,,No exact FEC match
UT-2,CHRIS STEWART,REPUBLICAN,R,154883,CHRIS STEWART,,,,,,No exact FEC match
UT-2,NICK MITCHELL,DEMOCRAT,D,88224,NICK MITCHELL,,,,,,No exact FEC match
UT-3,JOHN R CURTIS,REPUBLICAN,R,182497,JOHN R CURTIS,,,,,,No exact FEC match
UT-3,GLENN J WRIGHT,DEMOCRAT,D,83687,GLENN J WRIGHT,,,,,,No exact FEC match
UT-4,BURGESS OWENS,REPUBLICAN,R,155110,BURGESS OWENS,,,,,,No exact FEC match
UT-4,DARLENE MCDONALD,DEMOCRAT,D,82181,DARLENE MCDONALD,,,,,,No exact FEC match
WV-1,CAROL D MILLER,REPUBLICAN,R,151511,CAROL D MILLER,,,,,,No exact FEC match
WV-1,LACY WATSON,DEMOCRAT,D,65428,LACY WATSON,,,,,,No exact FEC match
WV-2,ALEXANDER X MOONEY,REPUBLICAN,R,160493,ALEXANDER X MOONEY,,,,,,No exact FEC match
WV-2,BARRY LEE WENDELL,DEMOCRAT,D,84278,BARRY LEE WENDELL,,,,,,No exact FEC match
AK-AL,SARAH PALIN,REPUBLICAN,R,67866,SARAH PALIN,,,,,,No exact FEC match
AK-AL,NICK BEGICH,REPUBLICAN,R,61513,NICK BEGICH,,,,,,No exact FEC match
AK-AL,MARY SATTLER PELTOLA,DEMOCRAT,D,128553,MARY SATTLER PELTOLA,,,,,,No exact FEC match
DE-AL,LEE MURPHY,REPUBLICAN,R,138201,LEE MURPHY,,,,,,No exact FEC match
DE-AL,LISA BLUNT ROCHESTER,DEMOCRAT,D,178416,LISA BLUNT ROCHESTER,,,,,,No exact FEC match
ND-AL,KELLY ARMSTRONG,REPUBLICAN,R,148399,KELLY ARMSTRONG,,,,,,No exact FEC match
SD-AL,DUSTY JOHNSON,REPUBLICAN,R,253821,DUSTY JOHNSON,,,,,,No exact FEC match
VT-AL,LIAM MADDEN,REPUBLICAN,R,78397,LIAM MADDEN,,,,,,No exact FEC match
VT-AL,BECCA BALINT,DEMOCRAT,D,176494,BECCA BALINT,,,,,,No exact FEC match
WY-AL,HARRIET HAGEMAN,REPUBLICAN,R,132206,HARRIET HAGEMAN,,,,,,No exact FEC match
WY-AL,LYNNETTE GREYBULL,DEMOCRAT,D,47250,LYNNETTE GREYBULL,,,,,,No exact FEC match
